"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-mir-3615",23.8792314987274,-1.40778437389718,0.15183632786426,-9.27172300396866,1.8316280715957e-20,1.78774531571372e-19
"hsa-mir-3607",232.173629017256,2.44798311992538,0.264691234565967,9.24844800372599,2.27775822729239e-20,2.20026748347729e-19
"hsa-mir-450a-2",19.5428881962912,1.92893198290458,0.208726513898265,9.24143247007305,2.43218970937289e-20,2.32547118130857e-19
"hsa-mir-1247",117.337450949369,-2.32451878245823,0.252769656948005,-9.19619392028684,3.70853045023938e-20,3.50999296148919e-19
"hsa-mir-598",73.8904681565584,-1.36394135309091,0.148856606358346,-9.16278683532163,5.05740431327415e-20,4.73878784153788e-19
"hsa-mir-199a-1",4734.92515048484,1.11160916784608,0.121876921919217,9.12075190562235,7.46049038243351e-20,6.92126682013881e-19
"hsa-mir-101-2",27285.1572132982,-1.18336344765818,0.129966091881687,-9.10517066817278,8.61309098411179e-20,7.91222181579681e-19
"hsa-mir-101-1",27099.9314292925,-1.17049117844079,0.129323329303275,-9.05088961710754,1.41808243659722e-19,1.28575783044225e-18
"hsa-mir-4521",3.47360503742992,-1.93358996317624,0.213651678444688,-9.05019786061183,1.4270951373105e-19,1.28575783044225e-18
"hsa-mir-429",539.877946714781,1.43701734458891,0.159473001585028,9.01103842221673,2.04114492448287e-19,1.82147885165757e-18
"hsa-mir-30c-2",1196.29831114142,-1.01395277030135,0.11255276113127,-9.00868854846469,2.08535202641313e-19,1.84337249881991e-18
"hsa-mir-424",408.576090744243,1.53662821260877,0.172164959048495,8.92532499703344,4.44392465861894e-19,3.89154897675322e-18
"hsa-mir-425",823.669947685475,1.11390353205924,0.125105296720887,8.90372798958611,5.40016892112555e-19,4.68514655471726e-18
"hsa-mir-199a-2",7834.11419654592,1.10293296454354,0.124080130761321,8.88887654918033,6.17298670040253e-19,5.30650324612584e-18
"hsa-mir-1306",46.4749477636541,-1.50092664503155,0.170583139707927,-8.79879833142617,1.38288942976482e-18,1.17797035971785e-17
"hsa-mir-345",87.3661989110492,1.61267266582415,0.186287789181398,8.65688874676486,4.84815476414438e-18,4.09254145405701e-17
"hsa-mir-4652",8.76640626650004,4.69267443806109,0.544750688671043,8.61435246554566,7.03379942201983e-18,5.88452683788623e-17
"hsa-let-7e",6743.87750571578,-1.20570346342104,0.140117102387378,-8.60497000635696,7.63367192148388e-18,6.32986777914194e-17
"hsa-mir-137",9.04629472581283,4.42451726809374,0.515533360569477,8.5824072824429,9.29080113860645e-18,7.63638654988968e-17
"hsa-mir-539",26.685058119717,2.71564960480382,0.317276984841162,8.55923919651266,1.13614773871064e-17,9.25713418410319e-17
"hsa-mir-548v",9.7586150499021,2.52221105640872,0.295214073417583,8.54366808197869,1.30027164554185e-17,1.05030563092475e-16
"hsa-mir-3170",5.20246780776401,2.72460310402075,0.319001783550625,8.54102780772811,1.33033192623893e-17,1.06540257682553e-16
"hsa-mir-767",112.413466615811,6.00273257400256,0.708477853176284,8.47271731514373,2.39733864996909e-17,1.90364941950936e-16
"hsa-mir-194-2",1868.66622626677,2.62079262389355,0.313250288036555,8.36644920686462,5.9380500366215e-17,4.67559065908768e-16
"hsa-mir-184",47.7294519869834,-2.89368288450433,0.346087105961168,-8.36114040269681,6.21148697888824e-17,4.8501360826819e-16
"hsa-mir-199b",9901.2826461264,1.07529639976317,0.128813367582601,8.34770816059633,6.96002931731952e-17,5.38970865316396e-16
"hsa-mir-194-1",1716.95472371188,2.60799729021512,0.314497544226777,8.29258395841259,1.10814397694263e-16,8.51090906881351e-16
"hsa-mir-19a",103.328483825215,1.52544136744489,0.184154623298184,8.2834812405165,1.19625826331497e-16,9.11295929045635e-16
"hsa-mir-629",535.52720086394,0.997124654334067,0.121879303820036,8.18124671770688,2.80922060395594e-16,2.12277395637638e-15
"hsa-mir-206",2.64828377784501,-3.50954945019908,0.432333686676687,-8.11768677378969,4.75153214959174e-16,3.56174849933397e-15
"hsa-mir-454",35.2847415253161,1.0328074676364,0.13012081443187,7.93729636680966,2.06635901116664e-15,1.53664951862154e-14
"hsa-mir-20a",996.384006593931,1.12796368668662,0.142210112447398,7.93167002876706,2.16218306583382e-15,1.59524845093408e-14
"hsa-mir-2355",277.433957801563,1.119445932284,0.141808219189635,7.89408356356984,2.92456177018323e-15,2.14087060832944e-14
"hsa-mir-7641-2",1.84696959600977,-3.67504407194095,0.465618971147265,-7.89281429595922,2.95447082298143e-15,2.14599934971597e-14
"hsa-mir-34a",965.340885084843,0.907195452156539,0.115076204106804,7.88343219345814,3.1850903533046e-15,2.29571512388186e-14
"hsa-mir-6502",2.39872541565175,-1.63341496250841,0.216969958753407,-7.52830010151237,5.14051386800372e-14,3.67684083535839e-13
"hsa-mir-4800",0.883168181193298,-2.04642980613338,0.276391524330155,-7.40409754276284,1.3204534201069e-13,9.37321859575884e-13
"hsa-mir-320a",1651.64794628069,-0.834850335290684,0.11299905659528,-7.38811774580387,1.48921842691512e-13,1.04917117745825e-12
"hsa-mir-1343",3.87953360175834,-1.68100101854708,0.228144565616115,-7.36813964429729,1.73025497479738e-13,1.20988724730234e-12
"hsa-mir-7641-1",3.6510208074712,-3.34250616272317,0.454635913704891,-7.35205042532743,1.95189138356714e-13,1.35475720474253e-12
"hsa-mir-3917",6.73511829340934,-1.62259615436137,0.221113614803539,-7.338291474286,2.16337635694804e-13,1.49050268122082e-12
"hsa-mir-1293",4.49495228312121,4.02509696341548,0.54992983840512,7.31929181200436,2.49282987706035e-13,1.70495006920113e-12
"hsa-mir-3199-2",3.0382847940708,-1.11096359946294,0.152390130865191,-7.29025950142224,3.09358574134998e-13,2.10049988380067e-12
"hsa-mir-3189",3.56254632174224,3.09773952502254,0.429336011503481,7.2151868047934,5.3859987075379e-13,3.63070560357052e-12
"hsa-mir-3622a",0.848389048378078,-2.50394814680099,0.351037469927504,-7.13299394311981,9.8208880200586e-13,6.57298005342493e-12
"hsa-mir-3136",2.97036352798037,2.4251100402178,0.341338854110287,7.10469965846387,1.20584480703546e-12,8.01330910774626e-12
"hsa-mir-375",151338.781539652,1.8098926483396,0.257164630062282,7.03787549594696,1.95192974815546e-12,1.28799871409976e-11
"hsa-mir-24-2",4721.97276156764,-0.618562464679838,0.0883226967006011,-7.00343725663925,2.49757789966674e-12,1.63652481957184e-11
"hsa-mir-4664",2.44276233420797,2.58353216067661,0.369083023810832,6.99986722228862,2.56205198996449e-12,1.66711299624773e-11
"hsa-mir-24-1",4724.46765276305,-0.618608389168363,0.0890310708858233,-6.94823035389173,3.69896681258476e-12,2.39029786440822e-11
"hsa-mir-628",94.7785786538559,1.43898073935665,0.208419119492095,6.90426455530261,5.04641778902475e-12,3.23869415638095e-11
"hsa-mir-1287",254.088858896026,0.902645934715051,0.13145118788475,6.86677655211792,6.56688057700812e-12,4.18582795963034e-11
"hsa-mir-592",11.4673577356172,1.83961890921436,0.26867717434886,6.84694899621703,7.54415992897062e-12,4.77626881989559e-11
"hsa-mir-187",144.780756844108,2.04481170068167,0.298766905385134,6.84417070239338,7.69201561370932e-12,4.83719371144002e-11
"hsa-mir-99a",1387.0671469362,-0.894130379389781,0.131343313036475,-6.80758204371986,9.92527110747229e-12,6.19998601846769e-11
"hsa-mir-1269b",32.9702625979686,5.75055915235995,0.845439980978089,6.80185380599948,1.03281381603547e-11,6.40891752069695e-11
"hsa-mir-1277",5.14442793449618,1.95420188686442,0.288710248947123,6.76873056634137,1.29917222801691e-11,7.98583266553504e-11
"hsa-mir-340",128.202028002448,-0.918741550444452,0.135743940664545,-6.76819566270642,1.30398334880135e-11,7.98583266553504e-11
"hsa-mir-766",45.7377443642962,-1.09824621245711,0.162731545061142,-6.74882188357812,1.49050427278605e-11,9.06884742597745e-11
"hsa-mir-188",12.4136513137604,1.15843029051445,0.173306553630814,6.68428438651084,2.32055782757839e-11,1.40281463512319e-10
"hsa-mir-5187",2.3855003761202,-1.18201296673952,0.17698595014592,-6.67856948964018,2.4128581233179e-11,1.44926157791594e-10
"hsa-mir-136",142.713283576392,1.52786391533229,0.229546572001584,6.65600841698367,2.81364147832785e-11,1.67922424534598e-10
"hsa-mir-4724",5.17344871809385,2.10204531076238,0.316868896580503,6.63380134007043,3.27150073392071e-11,1.94012416942007e-10
"hsa-mir-6720",6.8513090841174,-1.54286095008946,0.232701310052123,-6.63022030148381,3.35186235723843e-11,1.97527989228453e-10
"hsa-mir-579",3.22005654950274,2.14168690448622,0.323744558718312,6.61536031050236,3.70647842591675e-11,2.1706064281775e-10
"hsa-mir-4638",3.72717938268427,1.85547745178223,0.281016680675746,6.602730653997,4.03652538787679e-11,2.34920763257177e-10
"hsa-mir-520a",2.51987410643989,-3.86316561662014,0.586083281987039,-6.59149601319898,4.35416519184134e-11,2.5184276449107e-10
"hsa-mir-30d",60610.2445174888,-0.962514676101377,0.146367893589558,-6.57599595441634,4.83285689170073e-11,2.77815147700833e-10
"hsa-mir-6842",16.6678868842322,-0.974606875514293,0.148880159791663,-6.54625086968015,5.89994405251062e-11,3.37088266902589e-10
"hsa-mir-625",1213.90272909024,0.873116750922592,0.133814065082494,6.52485036146483,6.80694570347018e-11,3.86552007524337e-10
"hsa-mir-6806",5.66338311791041,-0.913237931335831,0.140330954788411,-6.50774401637044,7.62877694899437e-11,4.30612289229381e-10
"hsa-mir-1258",3.50773927990244,-1.53597791296433,0.237835942274989,-6.45814042348743,1.05997365506923e-10,5.91187687380874e-10
"hsa-mir-6820",2.24485752060094,-1.46120088575695,0.226249755641468,-6.45835343164959,1.05848308570363e-10,5.91187687380874e-10
"hsa-mir-3677",26.1859328691984,1.23004170308553,0.190815417346143,6.44623857020005,1.14660128802683e-10,6.35719175669314e-10
"hsa-mir-409",110.244179959182,1.60562475957995,0.249672979354535,6.43091120124763,1.26841248933403e-10,6.99119119121168e-10
"hsa-mir-4788",17.1066099771968,3.69544728270535,0.574766847026743,6.42947188381136,1.28048040607136e-10,7.01643357011029e-10
"hsa-mir-652",202.218436210903,-0.719616016395487,0.112033482904848,-6.42322275213626,1.33419032764184e-10,7.26823451744419e-10
"hsa-mir-551b",18.6423437919038,1.91638190061256,0.300921929856766,6.3683690368619,1.91048799017773e-10,1.03475563398644e-09
"hsa-mir-450b",76.9518792498408,1.24502334143774,0.196307715961739,6.34220277760452,2.2650290914714e-10,1.21973118316592e-09
"hsa-mir-556",3.79093817095379,2.02002165804427,0.319468444558428,6.3230710026349,2.56415405317257e-10,1.37292134161297e-09
"hsa-mir-1294",2.10443648511775,-1.28702471585906,0.204566257645694,-6.29148096402178,3.14451382628266e-10,1.6740962813789e-09
"hsa-mir-205",2189.0771354122,2.3153954716342,0.369330984634311,6.2691611805242,3.62998234331394e-10,1.92163472072608e-09
"hsa-mir-215",107.575825337979,2.13591690477021,0.34302109299737,6.22678006797264,4.76118737199252e-10,2.50631043121179e-09
"hsa-mir-106a",65.7539500121917,1.34973468021985,0.217500167917533,6.20567189967235,5.44637014002612e-10,2.8509769950863e-09
"hsa-mir-550a-1",12.8783115694676,1.15179181099042,0.186099061233281,6.18913283794918,6.04960873058994e-10,3.14915743364599e-09
"hsa-mir-6803",1.34293718216838,-1.69319485513636,0.274979975076129,-6.15752057824426,7.38926444479981e-10,3.82527115181073e-09
"hsa-mir-186",1193.43315434215,0.501996533405731,0.0820052488364409,6.12151710443512,9.26885667033468e-10,4.77193335170527e-09
"hsa-mir-4677",37.8173824279559,0.75418626974496,0.123496961729026,6.10692165366607,1.01571065333917e-09,5.20066055835409e-09
"hsa-mir-653",93.0731666817915,1.4905506066366,0.244223130533867,6.10323274203506,1.03944308929668e-09,5.29325094929883e-09
"hsa-mir-3617",2.85677397024688,2.57598740164035,0.422880668551751,6.09152319604108,1.11841375939544e-09,5.6646145543434e-09
"hsa-mir-202",2.37554280758797,-2.04246840402732,0.335832662444707,-6.08180392329648,1.18837843732602e-09,5.98661610631444e-09
"hsa-mir-4740",0.470180896949345,-1.9968238904537,0.328985859370474,-6.06963440396707,1.28201761140262e-09,6.42379947531688e-09
"hsa-mir-376b",5.85992683738847,2.0721030326917,0.341574376299321,6.06633042894272,1.30865755611058e-09,6.5224049472107e-09
"hsa-mir-223",1403.67805413838,-1.02694933603173,0.169616696721998,-6.05452974782839,1.4082844959259e-09,6.98181255387603e-09
"hsa-mir-4777",2.48713092967638,-1.15702536970468,0.191707782715763,-6.03535940645746,1.58609271330202e-09,7.82194143349471e-09
"hsa-mir-4536-2",0.587493720717059,-1.47174236172351,0.246080052248328,-5.98074629892522,2.22117592730427e-09,1.08965541564613e-08
"hsa-mir-493",57.5463023845949,1.39432412317224,0.235360662333183,5.92420207077086,3.13817383718357e-09,1.53149421116719e-08
"hsa-mir-217",120.01753503247,1.2861990622565,0.22236401595142,5.78420504213912,7.28560341222613e-09,3.53710383277507e-08
"hsa-mir-19b-1",263.524653649866,0.770422223799069,0.133262612499062,5.78123308069239,7.4155065015681e-09,3.58161319173676e-08
"hsa-mir-889",73.0283728615339,1.50219277469435,0.262023700659667,5.73304159475823,9.86454295608474e-09,4.74003935889816e-08
"hsa-mir-4634",0.508634107035886,-3.81341497957206,0.674793039305484,-5.65123639019297,1.59297840081571e-08,7.61541204879754e-08
"hsa-mir-2277",5.09508358226419,1.35474827613511,0.240588692399401,5.63097235628219,1.7919645041748e-08,8.52320172797863e-08
"hsa-mir-7705",5.66138913383728,1.37454556604966,0.2444522174281,5.62296214986863,1.87710541535382e-08,8.88306956659864e-08
"hsa-mir-545",1.89746597649863,1.81826345250407,0.323479346997386,5.62095685360326,1.89902700572691e-08,8.89694152183056e-08
"hsa-mir-6510",11.5472855474254,2.07021754208437,0.368275591743558,5.62138134727627,1.89436586404032e-08,8.89694152183056e-08
"hsa-mir-203b",246.878185761547,1.33963473604302,0.238415198000933,5.6189150158027,1.92160340394416e-08,8.95792233579938e-08
"hsa-mir-382",73.3496684500087,1.32119304440037,0.235394118478839,5.61268502772359,1.99211014002872e-08,9.24062970894509e-08
"hsa-mir-542",1187.90255244653,0.920693036048882,0.164075294502119,5.61140565886348,2.00689689553296e-08,9.26336153258315e-08
"hsa-mir-1229",3.66136375655873,1.80664336146245,0.322724377787338,5.59810006869996,2.16713656906532e-08,9.95395571183432e-08
"hsa-mir-200b",3187.9958619256,0.846862117088287,0.151408229968735,5.59323702062404,2.2287470158097e-08,1.01870046527497e-07
"hsa-mir-3912",4.02808424861313,-0.90901369454336,0.162561906969783,-5.59180014240562,2.24727408403348e-08,1.02218243531038e-07
"hsa-mir-154",26.1757950467707,1.42345428230404,0.255627508704902,5.56847066075069,2.56984888659207e-08,1.16326009987284e-07
"hsa-mir-5571",1.97429075601991,2.13718298199113,0.385708833570074,5.5409230901186,3.00881351174062e-08,1.35541262524085e-07
"hsa-mir-1226",7.9875449673927,-1.21548010615974,0.219970569771266,-5.525648760303,3.28270290385943e-08,1.47171895737621e-07
"hsa-mir-3664",2.49423743025141,2.17159219061208,0.393072427623863,5.5246617111748,3.30121056819942e-08,1.47296871542993e-07
"hsa-mir-3614",23.6749349884242,-0.874577219914261,0.15877478043452,-5.50828801350442,3.62340233921203e-08,1.60906539897709e-07
