"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-mir-584",175.677732367656,-1.14815596790992,0.208745991940398,-5.50025395571546,3.79244622741205e-08,1.67618967692693e-07
"hsa-mir-576",43.6127895247356,0.746168411195391,0.137377803930413,5.43150632669417,5.5880334405041e-08,2.45821001584617e-07
"hsa-mir-1249",7.16360001477207,-0.887017474272784,0.163519861097191,-5.4245243869524,5.8109056654351e-08,2.5328526777131e-07
"hsa-mir-487b",26.3457845072032,1.52912191348022,0.281891892811517,5.42449766195525,5.8117750876021e-08,2.5328526777131e-07
"hsa-mir-134",1092.96871872703,1.31565430293695,0.243774178328407,5.39702076716482,6.7756548161974e-08,2.93925396424859e-07
"hsa-mir-20b",99.1371306349246,1.44940519287835,0.26955585810057,5.37701240511563,7.57319575461438e-08,3.27008498713072e-07
"hsa-mir-937",29.2191785846461,1.43986771791512,0.267969989025309,5.37324244088815,7.73332383775428e-08,3.323910291732e-07
"hsa-mir-4524a",0.412343298579633,-1.74178064683899,0.326108871909721,-5.34110168987116,9.23834126762764e-08,3.95266016793018e-07
"hsa-mir-489",4.21142867367812,2.28348181155285,0.43183670920792,5.28783626510409,1.23771690131567e-07,5.27154880242174e-07
"hsa-mir-17",2985.5321518873,0.615138198610852,0.116519219902571,5.27928524689065,1.29688778165302e-07,5.4985694633886e-07
"hsa-mir-150",4700.81920244837,-0.912970765507023,0.173068224408206,-5.27520732721942,1.32606084188705e-07,5.59693247228906e-07
"hsa-mir-1180",116.852204143098,-0.896147057370112,0.170241308768299,-5.26398125022513,1.40968832802428e-07,5.92321956663116e-07
"hsa-mir-4678",0.293861436629462,-2.59602098476078,0.493942255825868,-5.25571755431261,1.47448435170785e-07,6.16782070334937e-07
"hsa-mir-3605",13.1082740288912,-0.924002438222712,0.176370950211743,-5.23897182111565,1.61473689309769e-07,6.72448208370017e-07
"hsa-mir-337",78.8687928108837,1.01929040199661,0.195792904351951,5.20596190842734,1.92994235242904e-07,8.00157515144252e-07
"hsa-mir-125b-2",1251.42275256481,-0.649463612120194,0.124808475449751,-5.20368195973735,1.95378264715411e-07,8.06473277701939e-07
"hsa-mir-4661",17.4893261855065,1.06986374379608,0.205831302641801,5.19776987302031,2.01693600725128e-07,8.28889929295811e-07
"hsa-mir-570",1.99209654962095,1.88463868606418,0.364287575397071,5.17349153072249,2.2975954185311e-07,9.40107819722115e-07
"hsa-mir-4473",3.04784200906192,1.47111654858117,0.285971265024243,5.14428101178788,2.68547302187195e-07,1.09403835717131e-06
"hsa-mir-6802",1.8648924161877,-1.17878518164406,0.229269462151604,-5.14148360877032,2.72577436758076e-07,1.10564960278059e-06
"hsa-mir-891a",34.1513315303421,1.81197836918752,0.354425349804663,5.1124400954564,3.18023853256015e-07,1.28443254526244e-06
"hsa-mir-874",112.887195566916,-0.740848697578581,0.145794313694255,-5.08146496805227,3.7453509208592e-07,1.50617760207943e-06
"hsa-mir-4766",1.41672766729223,1.86760805851752,0.370445523493527,5.04151876611935,4.61851553666217e-07,1.84937993925319e-06
"hsa-mir-550a-2",13.2751430364153,0.948441818728126,0.188505707497425,5.03136924244632,4.86989196994314e-07,1.94173990461137e-06
"hsa-mir-6728",1.58794349427478,1.96498506922235,0.392592626085609,5.0051502210178,5.58184834845989e-07,2.21618300953683e-06
"hsa-mir-19b-2",233.284085916442,0.695939557760937,0.139544362305887,4.9872280489226,6.1251749643066e-07,2.42164090360982e-06
"hsa-mir-651",12.903890939212,0.906182295633797,0.182389169366581,4.96839970696108,6.75077002127569e-07,2.65776113862829e-06
"hsa-mir-4433b",0.461840101013979,-2.54094792434926,0.512396198379123,-4.95895155426037,7.08746370809187e-07,2.77864162949041e-06
"hsa-mir-376a-1",5.10276284965252,1.74770184274187,0.354487249453087,4.93022484007048,8.21350298416146e-07,3.20668845673304e-06
"hsa-mir-6507",0.836610245067525,-1.76549163771544,0.35901853640358,-4.91755009476952,8.76340353441368e-07,3.40718220404382e-06
"hsa-mir-181a-1",8109.08776393183,-0.587868488137252,0.119638500708506,-4.91370657987072,8.93704712468703e-07,3.46033601480651e-06
"hsa-mir-599",0.43465118169522,-2.09610847538013,0.42742530057128,-4.90403462915872,9.38879265472808e-07,3.6202875380577e-06
"hsa-mir-3194",1.46290738048366,1.70585018929171,0.350360274145494,4.86884591425831,1.12251890215723e-06,4.31065660377593e-06
"hsa-mir-323a",16.2489479015325,1.69216636539004,0.348594917020344,4.85424853538894,1.20844103291071e-06,4.62167039933606e-06
"hsa-mir-153-1",4.07881690649975,1.5138902184256,0.313188150007931,4.83380427512109,1.33948287254031e-06,5.10201403077346e-06
"hsa-mir-490",3.49004477936111,-2.30488405630331,0.478601937818598,-4.81586862520585,1.46560929606624e-06,5.55982149965208e-06
"hsa-mir-181a-2",11389.9534579509,-0.491297137528336,0.102627523584298,-4.78718691019358,1.69135301767747e-06,6.39031361920881e-06
"hsa-mir-4536-1",0.539775143540921,-1.29275360326574,0.272767931377243,-4.73938998891273,2.14362578704033e-06,8.0665757528385e-06
"hsa-mir-518e",1.63186731091112,-2.91726000602969,0.615706401613203,-4.73806996059522,2.15763328934901e-06,8.08680956848008e-06
"hsa-mir-6744",2.09902869820381,2.95964415012258,0.625001969261555,4.73541571976072,2.18606536143103e-06,8.1607300544258e-06
"hsa-mir-378d-2",1.0455872148094,-1.09389445462315,0.233729125261721,-4.68018033010753,2.86622696999138e-06,1.0657359805087e-05
"hsa-mir-939",4.45183608231371,0.99154458495667,0.212976580124665,4.65565079679782,3.22958923822929e-06,1.19609688388176e-05
"hsa-mir-639",2.43274189961103,1.30019361000131,0.280385190353893,4.63716934678415,3.53213013174056e-06,1.30299446198461e-05
"hsa-mir-125b-1",1204.43257637355,-0.59448188352145,0.12878193205145,-4.61619012893786,3.90848895796459e-06,1.43617809945601e-05
"hsa-mir-484",250.736107027368,-0.510398583265392,0.110936074020048,-4.60083510052064,4.20800463559966e-06,1.54019544670191e-05
"hsa-mir-3195",0.368570360194941,-2.0616175665102,0.45005943260229,-4.58076737685446,4.63272915389273e-06,1.68905339190564e-05
"hsa-mir-374a",3326.90248098639,-0.594759120775375,0.13011681878697,-4.57096266508888,4.85488780810705e-06,1.76318987449469e-05
"hsa-mir-495",31.4838657913767,1.25615601563713,0.275147585603686,4.56538992657727,4.98566749999306e-06,1.80369515347239e-05
"hsa-mir-627",6.33089323001277,0.906757709608302,0.198859839922533,4.55978296050896,5.12065165512136e-06,1.84540407724951e-05
"hsa-mir-561",5.12128119678102,1.48184299457718,0.326826638060648,4.53403371086968,5.78677871426424e-06,2.07747572998682e-05
"hsa-mir-877",15.6414766045234,-0.879192285751154,0.194261479783348,-4.52581894635869,6.01620709283217e-06,2.15159772747471e-05
"hsa-mir-92a-2",19677.4147265213,-0.594276009836452,0.131671991211365,-4.51330616609646,6.38247814069266e-06,2.27390951248252e-05
"hsa-mir-1228",5.87036450589784,-0.767112749226321,0.170623221398214,-4.49594576248196,6.92613912787701e-06,2.45825468288665e-05
"hsa-mir-632",2.00509350208872,1.31165662877587,0.292952218610645,4.47737393830477,7.55668216235415e-06,2.67192874948145e-05
"hsa-mir-92a-1",21515.8631253675,-0.591814114616694,0.132594820551495,-4.46332754292507,8.06965515538984e-06,2.84258153406026e-05
"hsa-mir-519a-2",4.06095408508446,-2.09041313453816,0.469002232854256,-4.45714964258551,8.30566265013029e-06,2.91475876523299e-05
"hsa-mir-526b",3.54426350841243,-3.15245518140168,0.710518611682029,-4.43683688163889,9.12904176169757e-06,3.19175825772785e-05
"hsa-mir-1251",3.98414254561073,2.16504069041896,0.488330304485368,4.43355792285021,9.26905899368369e-06,3.22866478701919e-05
"hsa-mir-193b",321.600454712349,0.87275036297362,0.197529677038767,4.4183252666501,9.94686490034534e-06,3.45193052282355e-05
"hsa-mir-22",316618.155415115,0.351292898134195,0.0796746552222322,4.40909216556196,1.03804844368843e-05,3.58911952670133e-05
"hsa-mir-128-2",266.242302138196,0.501762328982782,0.114032456639526,4.40017117730724,1.08165518602664e-05,3.72614304892266e-05
"hsa-mir-5010",4.9827575975573,-0.706278187518568,0.162311206706058,-4.35138276556359,1.35281649146433e-05,4.64318334249845e-05
"hsa-mir-6815",1.51389118740476,1.52395447078255,0.350675717062686,4.34576560803077,1.38790714058522e-05,4.74623719243925e-05
"hsa-mir-449b",3.66708165507416,2.23923082076966,0.515768119075111,4.34154562477631,1.41483890633981e-05,4.820742019056e-05
"hsa-mir-6813",0.463783918175953,-1.42985390747077,0.330789530245851,-4.32254886183388,1.54236910335724e-05,5.23623134002078e-05
"hsa-mir-3940",6.10516249227962,-1.08563661599591,0.252964525967719,-4.29165556649809,1.77345890039579e-05,5.99902884357709e-05
"hsa-mir-4443",3.80740046926352,1.40886406823969,0.328448234739685,4.28945544297505,1.79111741109079e-05,6.03696767694988e-05
"hsa-mir-618",1.93945474732895,-1.10036591648499,0.257060427829756,-4.28057296012021,1.8641275960019e-05,6.26052887976264e-05
"hsa-mir-412",16.6138984630285,1.33796736606859,0.312886794346558,4.27620273608171,1.90108111460135e-05,6.36183215850525e-05
"hsa-mir-191",1988.08511325518,0.458235279906287,0.107708983868393,4.25438309274362,2.09626145443852e-05,6.99002484985372e-05
"hsa-mir-5698",21.0002346307057,1.22750305933993,0.288891422729682,4.24901178353262,2.14715625497565e-05,7.1343454287666e-05
"hsa-mir-675",106.99121036663,1.55718577953226,0.368102457112839,4.2303053115859,2.333743485329e-05,7.72691747615998e-05
"hsa-mir-211",1.35140372307227,-1.79962856478102,0.426559081352161,-4.21894326824864,2.45450018869533e-05,8.09812210143494e-05
"hsa-mir-138-2",9.68876769897578,-1.07489965762172,0.254953353926622,-4.21606400177454,2.48603231852588e-05,8.14479819041522e-05
"hsa-mir-496",11.6603257715418,1.21916120014468,0.289161811159274,4.21619021978371,2.48464201014301e-05,8.14479819041522e-05
"hsa-mir-3174",1.61625756427026,1.44590695020205,0.345268320105959,4.18777763844164,2.81699308988131e-05,9.19694259658114e-05
"hsa-mir-6715a",2.11287321010215,2.34361431229353,0.559858205819079,4.18608549081601,2.8380649104042e-05,9.23356535086368e-05
"hsa-mir-1468",19.7448836452442,-0.707599329668544,0.169428665468341,-4.17638495653949,2.96178426159653e-05,9.60273997617975e-05
"hsa-mir-128-1",343.032013853292,0.426221483199126,0.1036116722068,4.11364351256127,3.8946272685873e-05,0.000125836750022976
"hsa-mir-376a-2",2.8853715181502,1.77173502562271,0.43081172512034,4.11255061622988,3.91311639006445e-05,0.000125999658333003
"hsa-mir-216b",2.35323955996269,2.23298586267664,0.543160221661806,4.1110997706069,3.93778986732471e-05,0.000126359900879563
"hsa-mir-548s",1.46975509183385,1.41084375373354,0.343703433032933,4.10482880919714,4.04614395986903e-05,0.000129393750525504
"hsa-mir-655",6.94230475928989,1.21752902100782,0.296930814056294,4.10037949371261,4.12473180297874e-05,0.000131458289094935
"hsa-mir-372",11.4245191160421,2.44558997434478,0.597687950155013,4.09175050912522,4.28129122810466e-05,0.0001359854196859
"hsa-mir-1254-1",1.86152816973058,1.3432317238453,0.329018058984089,4.08254710392738,4.45447796224092e-05,0.00014100830576418
"hsa-mir-346",0.686190396259833,-1.64073738982325,0.403326944188769,-4.06800838243859,4.74166760263667e-05,0.000149115027122412
"hsa-mir-548au",1.21190378713052,1.45697049039963,0.35815643127864,4.06797243650814,4.74239894156658e-05,0.000149115027122412
"hsa-mir-935",12.9551758710779,-1.43582198065986,0.353200101146606,-4.06517998154219,4.79954093331743e-05,0.000150407018545767
"hsa-mir-582",1876.72531449999,0.978309855723187,0.241521742748723,4.05060780279733,5.10847679182747e-05,0.000159554758464745
"hsa-mir-551a",8.43734513544389,1.15744596887802,0.285915859230913,4.04820485296424,5.16119648617243e-05,0.000160665817526364
"hsa-mir-148b",955.236996232487,0.472306014292126,0.116907371813484,4.04000198589401,5.3450748850001e-05,0.000165838912822685
"hsa-mir-18a",60.5639777166896,0.681571318895236,0.168751307457047,4.03890985596493,5.3700196170075e-05,0.000166062982875777
"hsa-mir-1254-2",1.89842227449332,1.26531870753563,0.317838136977976,3.98101599627521,6.86213306109207e-05,0.000211507193363265
"hsa-mir-615",10.2807841973613,1.61242739771702,0.406154944680861,3.96998096129051,7.18783750598112e-05,0.000220819794855879
"hsa-mir-466",1.35042499000766,1.93841834496005,0.489734693036675,3.95809889011659,7.55486803830204e-05,0.000231336972283955
"hsa-mir-3662",1.07407089996366,1.6806280748086,0.424889705397813,3.95544550375744,7.63921611422323e-05,0.000233157833844533
"hsa-mir-1301",65.6003575526392,0.628216667125457,0.159081941259935,3.9490130818744,7.84740634790973e-05,0.000238734407402319
"hsa-mir-449c",1.77483594007219,2.19819738061736,0.556805149302999,3.94787545224578,7.88478036222902e-05,0.000239095119721961
"hsa-mir-5683",5.7640294909022,-1.03299340757385,0.262166815306588,-3.94021419669696,8.14088876431581e-05,0.00024606492813432
"hsa-mir-525",1.58616586432487,-3.37548888431188,0.858422361164774,-3.93220055420242,8.41717959453342e-05,0.000253597983282245
"hsa-mir-6860",1.12632603590106,1.99482944149456,0.508191469739016,3.92535010971163,8.66036838885875e-05,0.000260088627575662
"hsa-mir-3913-1",9.19712608407534,0.7615020350973,0.194397111457395,3.91724974403333,8.95649469265502e-05,0.000268122540799289
"hsa-mir-518c",1.72626174044667,-3.45878045514453,0.893157791220304,-3.87253012753645,0.000107711356617249,0.000321418920861027
"hsa-mir-4742",3.49896150963963,0.828660210081889,0.214148003148158,3.86956776575022,0.000109028474486734,0.000324316446330381
"hsa-mir-6737",1.04300018079436,1.44068353751588,0.373374611588998,3.8585471341628,0.000114063071824839,0.00033821866550593
"hsa-mir-4523",0.881685724787299,1.47491905168949,0.382425786336588,3.85674581679845,0.000114906539166396,0.00033964488075367
"hsa-mir-381",186.576168342686,0.891744023145871,0.232394225372252,3.83720387938842,0.000124443153557246,0.000366676839255156
"hsa-mir-181b-1",1625.43884056069,0.425697578540035,0.111025264758719,3.83424060699303,0.000125952807694905,0.000369961695329549
"hsa-mir-4658",1.2022434448671,1.73446027639796,0.453041053446289,3.82848367317687,0.000128935182511815,0.000377538331292409
"hsa-mir-3652",3.80000581071753,0.937488477135209,0.247051300201642,3.79471177188719,0.000147815070705206,0.000430407284358907
"hsa-mir-517a",6.0214850342339,-3.53967077051794,0.932829344232303,-3.79455341151495,0.000147909440302634,0.000430407284358907
"hsa-mir-517b",5.95605988440252,-3.5670071057647,0.950186563269698,-3.75400710097418,0.000174029929850474,0.000504848434272118
"hsa-mir-518b",1.85857789389081,-3.05226917771727,0.814054322173266,-3.74946621445199,0.000177211368334411,0.000512490901633774
"hsa-mir-3926-2",2.63691200965762,-0.716420488400613,0.192767225059081,-3.71650568804442,0.000201997095632915,0.000582373164947821
"hsa-mir-320b-1",7.77244900951888,0.69874286646551,0.188259131901038,3.71160144748153,0.000205952093443841,0.000591954329929076
"hsa-mir-758",73.4206160118266,0.942036034853642,0.254486172723461,3.70171795493702,0.000214144589759175,0.000613619206741121
"hsa-mir-552",47.2338620079201,1.66835853672,0.451196081917559,3.69763524902426,0.000217617278825787,0.000621668872743178
"hsa-mir-4726",0.950703917820859,1.27472655338541,0.345470699548758,3.68982537462775,0.00022440804064117,0.000639119556476523
"hsa-mir-559",0.77867445814102,1.47548422442199,0.400866937774833,3.68073314454975,0.000232564301721106,0.000660341668826292
"hsa-mir-499a",1.69576789783109,-0.882344915800862,0.24069785746644,-3.66577802182508,0.000246587752041044,0.000698044482363921
"hsa-mir-369",46.599984370326,0.918962450421811,0.251146283105423,3.65907246987231,0.000253129756920826,0.00071440536817715
"hsa-mir-5588",0.537641530253123,-1.13104360856433,0.309234855727352,-3.6575553745518,0.000254632259750036,0.000716487769927278
"hsa-mir-580",2.82456896473325,0.958803247073335,0.26330289883454,3.64144584551593,0.00027111115915324,0.000759379154401906
"hsa-mir-7974",0.89070418889349,1.57053036043405,0.431336353271571,3.64108044342193,0.000271496282523627,0.000759379154401906
"hsa-mir-378d-1",0.739621280834681,-0.989339145956186,0.272690060792868,-3.62807189627522,0.000285545752401924,0.000796298720239889
"hsa-mir-203a",25869.6358969078,0.775593796610293,0.214175739664138,3.62129622069497,0.000293130648862853,0.000815024979182473
"hsa-mir-5092",0.965938773351294,1.55527230722777,0.42966609348274,3.61972315437136,0.000294918379049321,0.00081756958925803
"hsa-mir-3150b",7.5080147067242,-1.05459592848031,0.2932996967777,-3.59562570321924,0.000323612816767603,0.00089446964398597
"hsa-mir-585",1.31656789903206,-0.96336833852983,0.268042676727189,-3.59408565192899,0.000325532743748508,0.000897129943801036
"hsa-mir-449a",19.5700744469714,1.36739903710324,0.383190823080064,3.56845455251818,0.000359093125495546,0.000986716300848466
"hsa-mir-522",3.20493828547964,-1.75549874746079,0.49536230859289,-3.54386822939234,0.000394302262857494,0.00108029596578208
"hsa-mir-410",68.7914244206168,0.958528927699599,0.270857858771243,3.53886326964262,0.000401853939852243,0.00109777592315321
"hsa-mir-138-1",13.1678855138022,-0.915503989920668,0.259676367741505,-3.52555759264165,0.000422592278678181,0.00115107257302749
"hsa-mir-5001",3.74401565522701,0.804189840933803,0.228279171666485,3.52283493523764,0.000426957182653908,0.00115959095694699
"hsa-mir-659",6.38359379127212,0.537403708971009,0.15258634331018,3.52196466153309,0.000428361240636096,0.00116004185686711
"hsa-mir-494",4.30881681321992,1.18901715940825,0.338199228744549,3.51572995545283,0.000438546796338099,0.00118420273247493
"hsa-mir-34c",458.14311946793,-1.08483220269692,0.310149703034446,-3.49776959991618,0.000469166252176417,0.00126324361577386
"hsa-mir-1323",0.697216802943507,-3.87695066105345,1.1134070869351,-3.48206034122311,0.00049757155620133,0.00133377726971957
"hsa-mir-7112",0.923533548266287,1.62197188879681,0.465853977778813,3.48171737532511,0.000498209225615636,0.00133377726971957
"hsa-mir-5581",1.00523529956607,1.15822735680709,0.334537754019718,3.46217233448283,0.000535833932062843,0.00143041707789995
"hsa-mir-4802",1.15422131387155,1.16638948338891,0.337573922221303,3.45521204870872,0.00054986018452749,0.00146369032074505
"hsa-mir-212",37.2832385809982,0.566904318894948,0.165053177017719,3.43467680621553,0.000593260919186804,0.00157474640588679
"hsa-mir-516a-2",5.28621749445858,-1.47917134479501,0.431321950740262,-3.42939037129077,0.000604938762258066,0.00159669752179101
"hsa-mir-6781",0.93128232311154,1.28790579231482,0.375511100435955,3.42974093394206,0.000604157787259322,0.00159669752179101
"hsa-mir-4736",0.75786110653309,1.41152109121147,0.412101266594153,3.42518018174783,0.000614391811387316,0.00161709305412898
"hsa-mir-6513",0.610537951618832,-0.943732563908562,0.275816504060792,-3.42159569864085,0.000622548118053506,0.00163397083085752
"hsa-mir-1227",0.828334155289875,-1.28888379270564,0.378153782747704,-3.40835885163035,0.000653548863470186,0.00171054548902672
"hsa-mir-4770",0.500326073661368,-1.65066181404961,0.484422778719236,-3.40748182489228,0.000655652749134974,0.00171127193855006
"hsa-mir-3176",1.01775397608068,1.26902308395899,0.373480275583711,3.39783160429459,0.00067922215213854,0.00176786432376059
"hsa-mir-219b",1.73943300184967,0.965562164398346,0.284269382678135,3.3966449545205,0.000682174157143123,0.00176961130326715
"hsa-mir-98",293.46474534716,-0.396291080429565,0.116691931347532,-3.39604526082725,0.0006836705355205,0.00176961130326715
"hsa-mir-3161",1.31498643028948,2.09487824331571,0.623704652420989,3.35876642122867,0.000782912124615396,0.00202090540155544
"hsa-mir-181b-2",1534.34052989074,0.384064763222031,0.114529115526738,3.35342468555401,0.000798181329993514,0.00205465908297781
"hsa-mir-221",1377.46640709007,-0.470712543686163,0.140733276448687,-3.34471388405278,0.000823674931409938,0.00211447509789346
"hsa-mir-371a",3.7101273134235,3.51221239157214,1.05439962382551,3.33100687083834,0.000865324665343904,0.00221532571428207
"hsa-mir-3691",2.30140833348051,1.00193283266732,0.301563882305796,3.32245633995165,0.000892286339437947,0.00227812615818353
"hsa-mir-4645",1.56508470434251,1.00921769702138,0.305723703294763,3.30107769252141,0.000963142080410825,0.00245234817756778
"hsa-mir-1537",1.14022522649107,1.15420505803812,0.351899257440077,3.27993035971285,0.00103832713379996,0.0026366193072373
"hsa-mir-636",1.43051418751688,1.08224724824214,0.330154660624709,3.27800081996219,0.00104545091942297,0.00264753381486303
"hsa-mir-513c",1.30734587459702,1.8439261519381,0.563503014499301,3.27225605629903,0.00106692900050618,0.00269464278564499
"hsa-mir-6726",0.904275525255871,-1.14898427308843,0.352502137295985,-3.25951008950527,0.00111604810851416,0.00281112117655313
"hsa-mir-5699",3.33860992511294,0.765728049773574,0.238541736139143,3.21003805106423,0.00132717402219247,0.00332503224276562
"hsa-mir-581",1.39423386772452,0.962589582440342,0.299831333606134,3.21043691752652,0.00132533354839675,0.00332503224276562
"hsa-mir-3913-2",8.95901606239071,0.618573542233655,0.193141295375372,3.20269956267743,0.00136145933855189,0.00340183306726166
"hsa-mir-4491",2.49178892055436,0.959822474542668,0.300759008981955,3.19133407771089,0.00141617425724749,0.00352913638042791
"hsa-mir-1181",1.26291679957091,-0.765380005095964,0.241240273158863,-3.17268752465696,0.00151034985078754,0.00375384034532606
"hsa-mir-431",49.6888955460142,0.899940183307657,0.28401294059477,3.16865908089622,0.00153143914628239,0.00379618645520264
"hsa-mir-6718",7.14901515631052,-0.872964793393986,0.277127911651319,-3.1500428383134,0.00163246523917367,0.00403593648840562
"hsa-mir-516a-1",5.30534467207949,-1.41973177462974,0.452745903561242,-3.13582467221085,0.00171371621738566,0.00422566340971149
"hsa-mir-643",3.69605169573698,0.712902893165713,0.228575831931556,3.11889007311667,0.00181533674776757,0.00445280244151365
"hsa-mir-944",16.5627362232841,0.951591562881984,0.305099649332953,3.11895331562154,0.00181494715411458,0.00445280244151365
"hsa-mir-3074",23.1057864984635,-0.566859605570989,0.182547610072244,-3.10526993668475,0.00190105445260195,0.0046508825641985
"hsa-mir-656",2.38497068813618,1.09368524662419,0.352475559790833,3.10286831595703,0.00191654898547378,0.00467657916507535
"hsa-mir-509-2",19.2546878920783,1.18877620386723,0.383399567881691,3.1006195714703,0.00193116225592875,0.00469999749040323
"hsa-mir-3610",4.86176422632482,0.714365062740758,0.230488214442202,3.09935614048455,0.0019394173722663,0.00470786030521637
"hsa-mir-4781",1.52361176445914,-0.659876878747012,0.213159951576075,-3.09568881897361,0.00196356310216086,0.00475415665820343
"hsa-mir-6730",1.0838975236163,-0.883804511428557,0.285985535777295,-3.09038185804194,0.00199899312342297,0.00482746535218382
"hsa-mir-421",17.0642430519083,0.511311786297213,0.165517604462377,3.08916859906245,0.00200717497991192,0.00483476338348964
"hsa-mir-3934",20.1680171706753,0.476788071310839,0.15440177021157,3.08797023931473,0.0020152865192181,0.00484185504745478
"hsa-mir-296",30.3474277297357,-0.692092769215641,0.225207810060584,-3.07312951992854,0.00211826528061411,0.00507625209190644
"hsa-mir-518a-2",1.01930079114937,-2.63315574816171,0.861115950741868,-3.0578411024592,0.00222937754946009,0.00532889480572477
"hsa-mir-514b",1.47428338913643,2.07482886230973,0.680922246810562,3.04708631863362,0.00231071343548914,0.00550925824186596
"hsa-mir-4787",2.49925025481729,0.980906867588191,0.322054840550447,3.04577588683857,0.00232080752428146,0.00551928083820236
"hsa-mir-4454",1.34151176420226,1.31291216796554,0.432185555760054,3.03784370039072,0.00238277507468892,0.00565230441767979
"hsa-mir-1911",6.75445499347594,1.64367810821819,0.542848680776595,3.02787529273675,0.00246279697605472,0.00582737567313959
"hsa-mir-320c-2",1.24772395130619,0.972467491081153,0.321438371329566,3.0253621776975,0.00248335556125054,0.00586121954884572
"hsa-mir-103a-2",37276.4869565467,-0.273378809203959,0.0908305058996615,-3.00976865091949,0.00261446749451139,0.00615516593557079
"hsa-mir-4785",0.531630201904829,-0.934918961334332,0.311199893535617,-3.00423933540752,0.00266245792826314,0.00625243879394126
"hsa-mir-744",196.953582101815,-0.358041206433449,0.11932082524007,-3.00065982374058,0.00269395337071936,0.0063105857709101
"hsa-mir-379",2774.90191186386,0.68512454817246,0.228429107021464,2.99928742490809,0.00270611886810636,0.00632327526038817
"hsa-mir-103a-1",37154.7725102512,-0.271294619669615,0.0909903036835937,-2.98157725259392,0.00286767685314048,0.00668411246615081
"hsa-mir-6501",2.48377223663635,-0.709761810883748,0.238229677779515,-2.97931734408272,0.00288891410675411,0.00671690451123723
"hsa-mir-517c",0.59933440553124,-2.83424251143344,0.95277669465007,-2.97471855404102,0.0029325747094296,0.00680154084835529
"hsa-mir-6850",0.938174872522815,1.88609665963219,0.635814821294033,2.96642449415309,0.00301284329616078,0.00697045473704358
"hsa-mir-873",2.12454901898355,1.69736396695162,0.573009233218511,2.9621930477765,0.00305456203325546,0.00704956804226691
"hsa-mir-3200",17.2640729769065,0.649529628293679,0.219870737238503,2.95414313178523,0.00313538549450712,0.00721831992224366
"hsa-mir-29a",54252.3883615888,-0.345996991649943,0.117293737606884,-2.94983345836903,0.00317945264318313,0.00730183119280046
"hsa-mir-152",1055.02910571972,-0.369083281503195,0.126337306397466,-2.92141167187809,0.0034844906450859,0.00798280619668824
"hsa-mir-376c",22.9876181865022,0.738870570017216,0.253999236223257,2.90894799922853,0.00362647174468392,0.00828781469455813
"hsa-mir-155",2049.07056985607,0.43360374391822,0.149254085838849,2.90513818419944,0.00367090993771595,0.00836896012564439
"hsa-mir-885",1.70754206482988,-0.898625701573066,0.3096496019191,-2.90207284622263,0.00370702327224667,0.0084307786555707
"hsa-mir-549a",2.07376524039726,1.01813152740386,0.351127462047845,2.89960665983205,0.00373631201263568,0.00847681442091922
"hsa-mir-6717",0.254578504289906,-1.61815533993998,0.559826789629938,-2.89045713766151,0.00384681985400222,0.00870644976618378
"hsa-mir-1291",2.66395100471585,0.794993862490817,0.275684268626823,2.88371137914638,0.00393018781009166,0.0088737011519419
"hsa-mir-28",17804.8731458624,0.252932753577478,0.0877609507092274,2.88206487661584,0.00395078379466116,0.00889876061441708
"hsa-mir-362",51.127787446156,0.455003591892003,0.158033505778016,2.87915900904667,0.00398737236493411,0.00895963526605099
"hsa-mir-520b",1.41811976656616,-1.7765439976846,0.618698755284569,-2.87142002874644,0.00408632161446638,0.00916000802094497
"hsa-mir-4733",0.634414818007004,1.15062032340366,0.403576627748808,2.85105787672081,0.00435740373104499,0.0097211602285456
"hsa-mir-516b-1",0.735603024285298,-2.96980376716639,1.04140196147118,-2.85173629111564,0.0043481156272262,0.0097211602285456
"hsa-mir-1245a",3.97930172938991,0.663435368129374,0.234362578045734,2.83080760444575,0.00464306409251969,0.0103093626888411
"hsa-mir-29c",14241.6717836971,-0.411906414901205,0.14549970248577,-2.83097771242172,0.00464059545738159,0.0103093626888411
"hsa-mir-3117",2.36234121999196,-0.670708600184804,0.237409103862935,-2.82511744188221,0.00472632891558825,0.0104694330825205
"hsa-mir-3187",1.56548686825291,0.914313277473784,0.324409446049287,2.81839289394451,0.00482647106117297,0.0106563608685645
"hsa-mir-541",2.55398157970779,1.26546444352999,0.449076181391115,2.81792821790264,0.00483346143985048,0.0106563608685645
"hsa-mir-219a-1",12.5561228868411,0.432850019259235,0.154447040172845,2.80257892138836,0.00506958110116006,0.0111506983375281
"hsa-mir-3922",3.77193774167358,0.626305417467321,0.223574594456102,2.80132641631737,0.00508930124409889,0.0111678577651538
"hsa-mir-1276",1.0334137549978,1.19058156904114,0.426176900028225,2.79363233662429,0.00521196985441081,0.0114103171812685
"hsa-mir-4791",2.42541686186645,0.765397097233471,0.27614971619279,2.77167439382454,0.0055768790137588,0.012180735748
"hsa-mir-181d",105.127426582302,0.393988434505295,0.142571292105275,2.76344857851449,0.00571941034287397,0.012462994165751
"hsa-mir-361",1864.16335642064,-0.206023983786692,0.0748613075647813,-2.75207567819208,0.00592188341608244,0.0128742569857755
