,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000110944.9,125.0595468,2.145448898,0.178118141,12.04508919,2.06E-33,3.89E-32
ENSG00000115806.13,7069.988041,0.803934131,0.066745804,12.04471415,2.07E-33,3.91E-32
ENSG00000259417.3,116.089339,-3.123149348,0.259326408,-12.04331398,2.10E-33,3.97E-32
ENSG00000204978.3,3.723015677,-2.304805885,0.191405577,-12.04147715,2.15E-33,4.06E-32
ENSG00000162687.19,140.4686233,-2.488537313,0.206695527,-12.03962827,2.20E-33,4.15E-32
ENSG00000099364.18,1055.059047,1.165417108,0.096801216,12.03928164,2.21E-33,4.16E-32
ENSG00000129048.7,85.63954921,-2.375891218,0.197385359,-12.03681587,2.28E-33,4.29E-32
ENSG00000170523.3,24.29799514,5.254228582,0.436535199,12.03620828,2.29E-33,4.32E-32
ENSG00000152377.14,699.3169424,3.119769633,0.259246802,12.03397536,2.36E-33,4.43E-32
ENSG00000196247.11,712.1599943,1.308212015,0.108713897,12.03353065,2.37E-33,4.45E-32
ENSG00000198937.9,739.2955612,1.399086391,0.116287941,12.03122504,2.44E-33,4.58E-32
ENSG00000006453.14,3198.030768,1.237158568,0.102837093,12.03027557,2.46E-33,4.63E-32
ENSG00000143297.19,666.0508436,2.563695789,0.213140143,12.02821651,2.53E-33,4.74E-32
ENSG00000179088.15,26.60689123,2.997988297,0.249266497,12.02724124,2.56E-33,4.80E-32
ENSG00000146674.15,15330.22027,2.16641459,0.180149067,12.02567754,2.60E-33,4.88E-32
ENSG00000100162.15,370.8965163,1.735246064,0.144299651,12.02529637,2.62E-33,4.90E-32
ENSG00000281097.1,14.01705538,5.011206183,0.416733459,12.02496723,2.63E-33,4.92E-32
ENSG00000106541.12,27049.70384,2.491674904,0.207241739,12.02303607,2.69E-33,5.03E-32
ENSG00000168393.13,1430.053117,1.283347729,0.106759798,12.02088939,2.76E-33,5.16E-32
ENSG00000124615.20,674.9263574,-1.372815654,0.114203305,-12.02080496,2.76E-33,5.17E-32
ENSG00000152818.18,6209.89503,-1.364634032,0.113544013,-12.01854681,2.84E-33,5.31E-32
ENSG00000253227.2,26.74947055,4.915511789,0.409005886,12.01819327,2.85E-33,5.33E-32
ENSG00000272913.1,127.8048151,1.283629676,0.106808712,12.01802411,2.86E-33,5.33E-32
ENSG00000168298.7,39.3987878,3.561703553,0.296391971,12.01686922,2.90E-33,5.41E-32
ENSG00000099958.15,411.5752386,2.173616898,0.180895076,12.01589862,2.93E-33,5.47E-32
ENSG00000235385.2,59.90241157,-3.379835753,0.28131879,-12.01425527,2.99E-33,5.57E-32
ENSG00000165124.18,1409.157539,-2.082281284,0.173325444,-12.01370803,3.01E-33,5.61E-32
ENSG00000174015.10,25.69491854,5.104918146,0.424994019,12.01174116,3.08E-33,5.74E-32
ENSG00000078549.15,43.25426781,-2.143937127,0.178502301,-12.01069744,3.12E-33,5.81E-32
ENSG00000164576.12,1497.08077,-0.766049166,0.063795151,-12.00795295,3.23E-33,6.00E-32
ENSG00000179889.19,7641.227185,0.895187287,0.074552482,12.00747804,3.25E-33,6.03E-32
ENSG00000148541.13,129.638522,-1.721681563,0.143431763,-12.00348881,3.41E-33,6.33E-32
ENSG00000102265.12,21350.01954,1.525710393,0.127112574,12.00282821,3.43E-33,6.37E-32
ENSG00000286646.1,94.36690487,-2.186986376,0.182208328,-12.00266968,3.44E-33,6.38E-32
ENSG00000112699.11,1421.987532,1.479354016,0.123286287,11.99933955,3.58E-33,6.64E-32
ENSG00000171243.8,283.627697,-3.732242676,0.311071917,-11.99800584,3.64E-33,6.74E-32
ENSG00000159339.13,19.72502218,-2.551496674,0.212779313,-11.99128164,3.95E-33,7.31E-32
ENSG00000159433.12,576.0725076,-1.721380597,0.143555704,-11.99102894,3.96E-33,7.33E-32
ENSG00000267751.5,41.37117612,2.04681494,0.170787643,11.98456106,4.28E-33,7.92E-32
ENSG00000273821.1,20.57298663,2.044078052,0.170683659,11.97582745,4.76E-33,8.79E-32
ENSG00000204147.11,221.9452078,1.054773011,0.088086191,11.97432882,4.84E-33,8.95E-32
ENSG00000259203.2,26.34365624,6.216756123,0.519244459,11.97269612,4.94E-33,9.12E-32
ENSG00000203814.6,130.6539711,2.701912438,0.225680092,11.97231184,4.96E-33,9.16E-32
ENSG00000160013.9,262.9056182,-1.357684235,0.113455451,-11.96667256,5.31E-33,9.80E-32
ENSG00000197694.18,13097.51977,-0.85594232,0.071543352,-11.96396717,5.49E-33,1.01E-31
ENSG00000256234.1,14.98644861,-2.959472837,0.247376678,-11.96342705,5.52E-33,1.02E-31
ENSG00000197172.10,323.0834524,9.211577977,0.770040004,11.96246679,5.59E-33,1.03E-31
ENSG00000166012.17,2388.868054,0.987785069,0.082613213,11.95674435,5.99E-33,1.10E-31
ENSG00000115761.16,1183.057635,0.722306619,0.060426783,11.95341842,6.23E-33,1.15E-31
ENSG00000139304.16,66.72510141,-3.579230072,0.299500861,-11.95065036,6.44E-33,1.18E-31
ENSG00000106004.5,294.4629186,-1.61372063,0.135067188,-11.94754,6.69E-33,1.23E-31
ENSG00000143493.13,1524.990709,0.871753476,0.072966733,11.94727294,6.71E-33,1.23E-31
ENSG00000138772.13,3356.582761,-1.879330246,0.157305277,-11.94702604,6.73E-33,1.24E-31
ENSG00000100154.14,1235.763494,-1.249589333,0.104597077,-11.94669464,6.76E-33,1.24E-31
ENSG00000003147.19,1996.142674,1.159264287,0.097052517,11.94471116,6.92E-33,1.27E-31
ENSG00000163145.13,246.4563538,-2.403493505,0.201219333,-11.94464502,6.92E-33,1.27E-31
ENSG00000163637.13,729.1955932,-1.373850135,0.115023947,-11.94403578,6.98E-33,1.28E-31
ENSG00000127533.4,341.232392,-1.887235378,0.158013098,-11.94353763,7.02E-33,1.28E-31
ENSG00000244005.13,860.772969,0.714417286,0.059835854,11.93961881,7.36E-33,1.35E-31
ENSG00000155465.20,1977.383005,-1.446561443,0.121170924,-11.93818942,7.48E-33,1.37E-31
ENSG00000171522.6,800.906161,-1.583720785,0.132664377,-11.93779992,7.52E-33,1.37E-31
ENSG00000154277.13,3101.723891,3.458939711,0.289766219,11.93700121,7.59E-33,1.39E-31
ENSG00000248099.4,18.9276488,2.088089975,0.174950911,11.93529069,7.75E-33,1.41E-31
ENSG00000145832.14,17.03790634,4.344800312,0.364157894,11.93108918,8.15E-33,1.49E-31
ENSG00000143321.19,17837.03414,1.01472732,0.085057094,11.9299552,8.26E-33,1.51E-31
ENSG00000146376.11,2769.914378,-1.144369922,0.095949007,-11.92685531,8.58E-33,1.56E-31
ENSG00000119203.14,2126.20376,0.784646745,0.065798835,11.92493371,8.78E-33,1.60E-31
ENSG00000227060.7,11.54457642,3.708288621,0.311015559,11.92316112,8.96E-33,1.63E-31
ENSG00000013573.17,1155.589896,1.472505283,0.123502261,11.9229014,8.99E-33,1.64E-31
ENSG00000164818.16,2092.477127,0.976084729,0.081885605,11.92010157,9.30E-33,1.69E-31
ENSG00000119431.9,1347.398353,1.191753101,0.100016933,11.91551334,9.83E-33,1.79E-31
ENSG00000103034.14,559.1637603,-2.043022507,0.171514766,-11.91164211,1.03E-32,1.87E-31
ENSG00000112578.10,1170.237266,1.225793453,0.102918648,11.91031443,1.05E-32,1.90E-31
ENSG00000236529.2,39.28802819,2.106679747,0.176887884,11.90968932,1.05E-32,1.91E-31
ENSG00000124391.5,28.50352716,3.904326566,0.3278639,11.9083759,1.07E-32,1.94E-31
ENSG00000254367.5,23.78124221,3.852887384,0.323588937,11.90673395,1.09E-32,1.98E-31
ENSG00000167614.14,41.36904173,2.46759385,0.207247925,11.90648279,1.09E-32,1.98E-31
ENSG00000283646.2,154.3528094,3.117141367,0.261894908,11.90226028,1.15E-32,2.09E-31
ENSG00000112964.14,145.791587,-2.017365718,0.169503952,-11.90158514,1.16E-32,2.10E-31
ENSG00000272411.1,2.278053723,-2.878045079,0.241866744,-11.89930053,1.19E-32,2.16E-31
ENSG00000150753.12,8875.96587,1.238518037,0.104091048,11.8984107,1.21E-32,2.18E-31
ENSG00000124507.11,115.6144577,2.46725768,0.207394855,11.89642667,1.24E-32,2.23E-31
ENSG00000189060.5,14407.36686,1.16697097,0.09814116,11.89073949,1.32E-32,2.39E-31
ENSG00000249364.6,61.83713106,-2.815644782,0.236821595,-11.88930757,1.35E-32,2.43E-31
ENSG00000184500.16,2469.621049,-1.51441486,0.12738006,-11.88894761,1.35E-32,2.44E-31
ENSG00000136546.16,1137.802721,-2.35956437,0.198512933,-11.88619971,1.40E-32,2.52E-31
ENSG00000205704.7,9.727946621,3.904788375,0.328547247,11.88501323,1.42E-32,2.55E-31
ENSG00000158352.16,1407.350373,-1.730181914,0.145580335,-11.88472269,1.42E-32,2.56E-31
ENSG00000095932.7,93.49135348,3.906729193,0.328760635,11.88320249,1.45E-32,2.60E-31
ENSG00000011677.13,112.8989573,6.038200596,0.508152545,11.88265346,1.46E-32,2.62E-31
ENSG00000156876.10,296.8317473,1.22417762,0.103061793,11.8780935,1.54E-32,2.76E-31
ENSG00000162618.15,896.8553792,-1.283461315,0.10805259,-11.87811704,1.54E-32,2.76E-31
ENSG00000065911.13,2906.937037,1.500318147,0.126339594,11.87528077,1.59E-32,2.86E-31
ENSG00000123131.13,5601.446552,1.39537916,0.11755929,11.86957796,1.70E-32,3.06E-31
ENSG00000048991.16,1473.872461,0.841884866,0.070930792,11.86910285,1.71E-32,3.07E-31
ENSG00000121671.12,2454.887995,-1.164462304,0.09813135,-11.86636388,1.77E-32,3.17E-31
ENSG00000260398.1,17.27930966,-2.280197965,0.192157819,-11.86627729,1.77E-32,3.17E-31
ENSG00000167619.13,59.30655439,2.925879397,0.246666107,11.86170017,1.87E-32,3.35E-31
ENSG00000130768.15,1784.740143,1.817481299,0.153293762,11.85619872,2.00E-32,3.58E-31
ENSG00000162073.14,377.9573608,1.46024174,0.123166816,11.85580494,2.01E-32,3.59E-31
ENSG00000261888.1,82.54371156,-1.762583559,0.148676645,-11.85514755,2.02E-32,3.62E-31
ENSG00000182132.14,22.72615105,-2.1157413,0.178485312,-11.85386786,2.05E-32,3.67E-31
ENSG00000178997.11,7.802320431,-2.434654849,0.205401079,-11.85317461,2.07E-32,3.70E-31
ENSG00000233515.2,26.35804684,5.564024832,0.469412608,11.85316445,2.07E-32,3.70E-31
ENSG00000187961.14,427.9649674,1.43478216,0.121053519,11.85246136,2.09E-32,3.73E-31
ENSG00000104522.16,5133.292345,1.381120223,0.116550049,11.85001834,2.15E-32,3.84E-31
ENSG00000169282.18,170.1745914,-1.603674526,0.135361545,-11.84734204,2.22E-32,3.96E-31
ENSG00000123415.15,1507.546504,1.019104556,0.086021257,11.84712464,2.23E-32,3.97E-31
ENSG00000070193.5,65.8817256,-3.008340564,0.253955793,-11.84592218,2.26E-32,4.02E-31
ENSG00000162782.16,157.5331295,3.670984797,0.309894059,11.84593473,2.26E-32,4.02E-31
ENSG00000110583.13,1335.390127,0.918793633,0.077572786,11.84427784,2.30E-32,4.10E-31
ENSG00000171051.9,836.5927951,-1.940049512,0.16383138,-11.84174556,2.37E-32,4.22E-31
ENSG00000257167.2,104.0631164,1.55572363,0.131379256,11.84147088,2.38E-32,4.23E-31
ENSG00000142632.17,1431.280732,1.530985402,0.129303981,11.84020313,2.42E-32,4.29E-31
ENSG00000197785.14,1179.9346,1.196418391,0.101090718,11.83509636,2.57E-32,4.56E-31
ENSG00000146666.5,16.78465684,3.435633657,0.290314407,11.83418246,2.60E-32,4.61E-31
ENSG00000166313.19,1120.341568,-1.375844978,0.116260909,-11.83411513,2.60E-32,4.61E-31
ENSG00000149131.17,16265.29338,-1.402533844,0.118518842,-11.83384697,2.61E-32,4.62E-31
ENSG00000136205.17,8166.043226,-1.102274975,0.093154478,-11.83276416,2.64E-32,4.68E-31
ENSG00000253616.5,35.78153376,2.263226952,0.191354811,11.82738465,2.82E-32,4.99E-31
ENSG00000138434.17,6174.976007,-1.145017629,0.096825034,-11.82563624,2.88E-32,5.09E-31
ENSG00000111364.16,953.8988591,0.87121135,0.073673949,11.82522941,2.89E-32,5.11E-31
ENSG00000198732.11,1030.98502,3.824748195,0.32347582,11.82390757,2.94E-32,5.19E-31
ENSG00000169469.9,239.1373291,5.446534498,0.460705472,11.8221615,3.00E-32,5.29E-31
ENSG00000173626.10,3.719345399,-2.113320657,0.178821314,-11.81805801,3.15E-32,5.56E-31
ENSG00000267774.2,3.605316108,-3.846145808,0.325611614,-11.81206579,3.38E-32,5.96E-31
ENSG00000249001.5,29.64877834,3.609959356,0.305619296,11.81194842,3.39E-32,5.97E-31
ENSG00000126778.12,1233.85354,2.368110765,0.200492308,11.81147941,3.41E-32,6.00E-31
ENSG00000185483.12,561.2465626,-1.805435158,0.152877001,-11.80972377,3.48E-32,6.12E-31
ENSG00000260289.2,26.71090255,5.517726292,0.467350299,11.80640369,3.62E-32,6.37E-31
ENSG00000010379.16,21.13433324,-2.65089201,0.224647988,-11.80020367,3.89E-32,6.85E-31
ENSG00000136295.15,6865.732251,1.348958466,0.114318667,11.79998419,3.90E-32,6.86E-31
ENSG00000143436.11,1194.125731,0.94376467,0.0800114,11.79537756,4.12E-32,7.25E-31
ENSG00000170779.11,694.5415008,1.419321625,0.120350988,11.79318629,4.23E-32,7.43E-31
ENSG00000249379.2,24.90163742,3.640176007,0.308725946,11.79096236,4.35E-32,7.63E-31
ENSG00000205364.4,245.6649399,-2.785311817,0.236254006,-11.78947975,4.42E-32,7.76E-31
ENSG00000073605.18,1233.782896,1.731657773,0.146913421,11.786927,4.56E-32,7.99E-31
ENSG00000007306.15,131.456859,3.555209036,0.30163078,11.78662547,4.58E-32,8.02E-31
ENSG00000132768.14,1075.76086,0.901957484,0.076539642,11.7841874,4.71E-32,8.25E-31
ENSG00000170775.3,329.6657385,2.71937891,0.230766539,11.78411273,4.71E-32,8.25E-31
ENSG00000095752.7,76.58662493,2.706020287,0.229636431,11.78393287,4.72E-32,8.26E-31
ENSG00000206075.14,721.5404411,4.407790082,0.374086072,11.7828233,4.79E-32,8.37E-31
ENSG00000123684.13,4915.579667,1.102349342,0.093575885,11.78027164,4.93E-32,8.62E-31
ENSG00000157111.13,71.42331413,2.888189303,0.245194772,11.77916347,5.00E-32,8.73E-31
ENSG00000255197.6,275.544622,-1.545741205,0.131350631,-11.76805316,5.70E-32,9.96E-31
ENSG00000285600.1,6.114908526,3.956998615,0.336326927,11.76533395,5.89E-32,1.03E-30
ENSG00000151632.17,14939.17438,4.603957239,0.391373052,11.76360308,6.01E-32,1.05E-30
ENSG00000185090.14,377.1081591,1.762631772,0.149888836,11.75959342,6.30E-32,1.10E-30
ENSG00000060339.14,3241.540237,0.645633081,0.054922307,11.75538885,6.63E-32,1.15E-30
ENSG00000137251.16,50.98263213,6.784002638,0.577174674,11.75381206,6.75E-32,1.18E-30
ENSG00000174442.12,582.2581027,1.084539625,0.092287206,11.75178744,6.91E-32,1.20E-30
ENSG00000187151.7,11.32050265,-2.46622396,0.209865432,-11.75145394,6.94E-32,1.21E-30
ENSG00000078114.19,3546.209876,-1.617159179,0.137639723,-11.74921853,7.13E-32,1.24E-30
ENSG00000066855.16,1735.29807,1.269559976,0.108058238,11.74884945,7.16E-32,1.24E-30
ENSG00000233854.2,45.52896365,6.864727488,0.584477753,11.74506208,7.49E-32,1.30E-30
ENSG00000185614.7,90.15401039,-1.482138233,0.126205606,-11.74383833,7.60E-32,1.32E-30
ENSG00000232119.8,2097.77601,0.738253038,0.062899296,11.73706364,8.23E-32,1.43E-30
ENSG00000103449.12,78.77554959,5.67035243,0.483143224,11.73637992,8.30E-32,1.44E-30
ENSG00000112494.10,17.0680869,5.847318107,0.498238879,11.73597314,8.34E-32,1.44E-30
ENSG00000256269.10,1315.576326,1.171999469,0.099884645,11.73352988,8.58E-32,1.49E-30
ENSG00000255363.3,4.059234924,-2.137040862,0.182145981,-11.73257215,8.68E-32,1.50E-30
ENSG00000125740.14,8548.301124,-3.293836052,0.280791158,-11.73055474,8.89E-32,1.54E-30
ENSG00000162460.7,19.06692276,4.941557324,0.421256174,11.73052795,8.89E-32,1.54E-30
ENSG00000180347.13,185.5391639,4.571401434,0.38975796,11.72882121,9.07E-32,1.57E-30
ENSG00000288558.2,280.0611307,-1.002348004,0.08548911,-11.72486181,9.51E-32,1.64E-30
ENSG00000136848.17,3324.671083,-1.083004119,0.092376786,-11.72376924,9.63E-32,1.66E-30
ENSG00000213347.10,323.9288499,1.501637628,0.128092996,11.72302682,9.71E-32,1.68E-30
ENSG00000138376.11,640.4111718,1.160026573,0.098971439,11.72082151,9.97E-32,1.72E-30
ENSG00000110876.10,2080.039197,-1.459092055,0.12449407,-11.72017313,1.00E-31,1.73E-30
ENSG00000152492.15,2684.011713,-1.014507303,0.086578329,-11.71779724,1.03E-31,1.78E-30
ENSG00000166426.8,41.01954838,4.885262694,0.417020773,11.71467468,1.07E-31,1.85E-30
ENSG00000261121.2,6.708570619,4.396566825,0.375313235,11.71439325,1.08E-31,1.85E-30
ENSG00000070729.14,117.3559918,2.950901478,0.25192839,11.71325504,1.09E-31,1.88E-30
ENSG00000127252.7,74.21970974,2.800913574,0.23913436,11.71271905,1.10E-31,1.89E-30
ENSG00000163053.11,1627.202634,2.911009319,0.24855411,11.71177303,1.11E-31,1.91E-30
ENSG00000161800.13,1594.598805,1.488677406,0.127117157,11.71106591,1.12E-31,1.92E-30
ENSG00000261634.4,40.44654753,-2.675284354,0.228507016,-11.70766832,1.16E-31,2.00E-30
ENSG00000270460.1,11.55876232,4.640097005,0.396403314,11.705495,1.19E-31,2.05E-30
ENSG00000137700.18,1227.096493,0.880059082,0.075185269,11.70520629,1.20E-31,2.06E-30
ENSG00000184014.8,3355.770309,-0.758828905,0.064859959,-11.69949709,1.28E-31,2.20E-30
ENSG00000114541.15,1677.309791,-1.106513133,0.094593043,-11.69761645,1.31E-31,2.25E-30
ENSG00000169302.16,1044.075634,2.091241365,0.178827098,11.6942085,1.36E-31,2.34E-30
ENSG00000142484.7,54.18896456,7.193602011,0.615190223,11.69329703,1.38E-31,2.36E-30
ENSG00000225697.13,915.3179469,1.372213093,0.117352707,11.69306727,1.38E-31,2.37E-30
ENSG00000271334.6,5.318872536,-2.148997548,0.183834235,-11.68986584,1.44E-31,2.46E-30
ENSG00000100987.15,18.85790617,3.939197902,0.336986614,11.68947886,1.44E-31,2.47E-30
ENSG00000186522.15,2946.148501,-0.994392676,0.085073134,-11.68868036,1.46E-31,2.49E-30
ENSG00000240086.7,36.55636693,4.136994443,0.353936044,11.6885367,1.46E-31,2.49E-30
ENSG00000120903.13,8.195635816,-3.608125984,0.308698014,-11.68820602,1.46E-31,2.50E-30
ENSG00000204351.12,2986.186944,0.77142209,0.066004044,11.6874974,1.48E-31,2.52E-30
ENSG00000244649.5,43.10499198,3.843298723,0.328848719,11.68713301,1.48E-31,2.53E-30
ENSG00000132329.11,1561.367779,2.216776466,0.189705183,11.6853764,1.51E-31,2.58E-30
ENSG00000273664.1,1.626798964,-3.990449692,0.341546343,-11.68347949,1.55E-31,2.64E-30
ENSG00000272825.1,73.5642002,2.90561786,0.248709628,11.68277192,1.56E-31,2.66E-30
ENSG00000204983.14,70.60407454,5.184986105,0.444012553,11.67756648,1.66E-31,2.82E-30
ENSG00000278811.4,67.48819428,2.603012055,0.222919405,11.67692,1.67E-31,2.84E-30
ENSG00000127528.6,1460.981064,-1.761041966,0.150891145,-11.67094307,1.79E-31,3.05E-30
ENSG00000272763.1,56.45635504,4.438169905,0.380375711,11.66785834,1.86E-31,3.16E-30
ENSG00000214160.10,2472.914965,1.094631408,0.093824021,11.66685666,1.88E-31,3.20E-30
ENSG00000197872.11,920.0153225,-1.391063396,0.119258725,-11.66424845,1.94E-31,3.29E-30
ENSG00000172403.11,1036.043623,-1.793647316,0.153774481,-11.6641416,1.94E-31,3.30E-30
ENSG00000225077.3,30.71300625,2.734061799,0.234468704,11.66066834,2.02E-31,3.43E-30
ENSG00000181192.12,2219.773072,1.03294222,0.088600908,11.65837059,2.08E-31,3.52E-30
ENSG00000150938.10,4325.791983,-1.337299819,0.114714,-11.65768627,2.10E-31,3.55E-30
ENSG00000239697.11,909.1287266,-1.201194274,0.103038736,-11.65769608,2.10E-31,3.55E-30
ENSG00000122042.10,3824.189862,-1.085620334,0.093134964,-11.65642082,2.13E-31,3.60E-30
ENSG00000221829.10,27.40592057,1.679885598,0.14419475,11.65011622,2.29E-31,3.87E-30
ENSG00000105865.11,221.1809474,1.123651975,0.096461367,11.64872538,2.33E-31,3.93E-30
ENSG00000136869.16,1296.433309,-1.587473108,0.136298657,-11.64701946,2.38E-31,4.01E-30
ENSG00000268307.1,65.54412592,2.940786872,0.252550744,11.64434057,2.45E-31,4.14E-30
ENSG00000082512.15,1244.710197,1.336590946,0.114791883,11.6436015,2.47E-31,4.17E-30
ENSG00000131370.16,456.6783855,-1.399919385,0.120299527,-11.63694834,2.67E-31,4.51E-30
ENSG00000214517.10,2720.900059,0.827227011,0.071086955,11.63683275,2.68E-31,4.51E-30
ENSG00000233822.4,125.3110542,1.923773825,0.165324439,11.63635478,2.69E-31,4.54E-30
ENSG00000172782.12,49.75510453,5.196170289,0.446555771,11.636106,2.70E-31,4.55E-30
ENSG00000141480.18,2807.298747,-0.928247046,0.079818741,-11.6294374,2.92E-31,4.91E-30
ENSG00000108179.14,2781.942604,1.080376151,0.092909863,11.62821808,2.96E-31,4.98E-30
ENSG00000229647.2,86.39301133,2.947593979,0.253518623,11.62673553,3.01E-31,5.07E-30
ENSG00000196407.12,297.6339913,1.882984804,0.162009006,11.62271687,3.16E-31,5.31E-30
ENSG00000187513.9,467.9561347,-1.454364456,0.125136506,-11.62222364,3.18E-31,5.34E-30
ENSG00000196620.10,86.49403289,4.877000243,0.419687771,11.62054407,3.24E-31,5.44E-30
ENSG00000089199.10,511.7459807,4.38348856,0.377232545,11.62012298,3.26E-31,5.46E-30
ENSG00000283199.3,155.3073422,-2.716722713,0.233807085,-11.6195055,3.28E-31,5.50E-30
ENSG00000215784.6,29.18273306,2.304405325,0.198350116,11.61786729,3.34E-31,5.60E-30
ENSG00000121073.15,3196.345874,0.812839609,0.069972143,11.6166173,3.39E-31,5.68E-30
ENSG00000188486.3,1950.463534,1.306825333,0.112506691,11.61553435,3.44E-31,5.75E-30
ENSG00000184357.5,28.96163011,5.392340085,0.464398125,11.61145964,3.60E-31,6.03E-30
ENSG00000102543.14,308.8153499,-0.634731058,0.054667929,-11.61066596,3.64E-31,6.08E-30
ENSG00000140092.14,2845.02177,-1.796683986,0.154751679,-11.61010982,3.66E-31,6.12E-30
ENSG00000116690.13,586.9397032,-3.096061181,0.266737738,-11.60713594,3.79E-31,6.33E-30
ENSG00000232234.4,5.676415356,-3.176120765,0.273778273,-11.60106948,4.07E-31,6.79E-30
ENSG00000067704.10,6911.566357,0.824894766,0.071118236,11.59892059,4.17E-31,6.96E-30
ENSG00000275178.1,4.775868926,-2.504545561,0.215931103,-11.59881797,4.18E-31,6.97E-30
ENSG00000184925.12,100.9656745,2.439075202,0.210376838,11.59383906,4.43E-31,7.38E-30
ENSG00000148516.22,1268.928978,-1.335422828,0.115196879,-11.59252612,4.50E-31,7.49E-30
ENSG00000268754.4,6.965467759,-1.952702205,0.16847092,-11.59073749,4.59E-31,7.65E-30
ENSG00000267147.2,22.20843412,3.641525478,0.3141817,11.59050789,4.60E-31,7.66E-30
ENSG00000269397.1,65.21079848,1.999118155,0.172507005,11.58862013,4.71E-31,7.83E-30
ENSG00000283554.1,13.0911112,4.04128169,0.348761068,11.58753675,4.77E-31,7.93E-30
ENSG00000246528.3,13.36282495,3.350939759,0.289233932,11.58556927,4.88E-31,8.11E-30
ENSG00000116830.12,937.5015353,0.890079848,0.076836552,11.584068,4.96E-31,8.25E-30
ENSG00000275612.1,3.034346281,-3.497966258,0.301993149,-11.58293249,5.03E-31,8.35E-30
ENSG00000204277.1,24.19693197,2.991420683,0.258409384,11.57628503,5.44E-31,9.02E-30
ENSG00000247735.2,36.25530606,1.599511353,0.138187743,11.57491478,5.52E-31,9.16E-30
ENSG00000267795.6,582.7362467,1.948470153,0.168371678,11.57243411,5.68E-31,9.42E-30
ENSG00000267278.6,368.6462649,1.230604716,0.106342878,11.57204642,5.71E-31,9.46E-30
ENSG00000162885.14,945.5528296,0.875811505,0.075696875,11.56998229,5.85E-31,9.69E-30
ENSG00000228109.1,54.88633661,1.854669321,0.160353132,11.56615586,6.12E-31,1.01E-29
ENSG00000121690.11,176.6535478,2.545463715,0.220131334,11.56338658,6.32E-31,1.05E-29
ENSG00000188505.5,321.5608138,3.599682611,0.311305155,11.56319628,6.33E-31,1.05E-29
ENSG00000116194.13,185.828218,-2.283671369,0.197517943,-11.5618426,6.43E-31,1.06E-29
ENSG00000175931.13,2200.685603,0.828480125,0.071697398,11.55523275,6.95E-31,1.15E-29
ENSG00000185298.13,1414.248865,1.013433117,0.087704425,11.5550968,6.96E-31,1.15E-29
ENSG00000225194.3,43.52183586,-1.833077074,0.158663341,-11.55324892,7.11E-31,1.17E-29
ENSG00000112877.8,371.9256612,1.278174512,0.110636408,11.55292846,7.13E-31,1.18E-29
ENSG00000160179.19,2239.748659,-1.397642762,0.12099898,-11.55086403,7.31E-31,1.20E-29
ENSG00000135929.9,3792.391512,-1.721743556,0.14906798,-11.55005625,7.38E-31,1.22E-29
ENSG00000126458.4,2548.99689,-1.34536995,0.116532207,-11.54504825,7.82E-31,1.29E-29
ENSG00000286403.1,47.59999805,4.219692001,0.365514894,11.54451453,7.87E-31,1.30E-29
ENSG00000114200.10,198.6246716,-2.45795751,0.212915244,-11.54430027,7.89E-31,1.30E-29
ENSG00000120370.13,777.9372024,0.877574763,0.076047935,11.53975797,8.32E-31,1.37E-29
ENSG00000231764.10,64.80047359,4.739124408,0.41067789,11.53976029,8.32E-31,1.37E-29
ENSG00000165181.16,177.4586324,3.133245885,0.271700944,11.5319654,9.10E-31,1.50E-29
ENSG00000129657.16,4387.899465,-1.018767062,0.088363842,-11.52923008,9.40E-31,1.54E-29
ENSG00000263680.2,8.162631793,4.230491882,0.367020781,11.52657314,9.69E-31,1.59E-29
ENSG00000235601.1,26.90709668,6.39396671,0.554824974,11.52429507,9.95E-31,1.63E-29
ENSG00000128039.12,2759.502742,1.587235302,0.137731509,11.52412631,9.97E-31,1.64E-29
ENSG00000160471.13,32.5789467,3.202241816,0.277874643,11.52405195,9.98E-31,1.64E-29
ENSG00000169903.7,804.5746935,4.571239018,0.396749847,11.52171588,1.03E-30,1.68E-29
ENSG00000152952.12,5581.401769,2.056316887,0.178477493,11.5214353,1.03E-30,1.68E-29
ENSG00000185238.13,786.5855736,0.895703191,0.077748129,11.52057555,1.04E-30,1.70E-29
ENSG00000286223.1,42.18064504,1.728307524,0.150027068,11.51997137,1.05E-30,1.71E-29
ENSG00000066336.12,2256.337994,-1.583765124,0.137540255,-11.51492063,1.11E-30,1.81E-29
ENSG00000105220.17,13350.45821,1.115188946,0.096852486,11.51430382,1.12E-30,1.83E-29
ENSG00000156675.16,5933.426687,-1.464852907,0.127220855,-11.5142514,1.12E-30,1.83E-29
ENSG00000105664.11,1944.687104,2.884121257,0.25054858,11.51122573,1.16E-30,1.89E-29
ENSG00000115255.12,926.9850404,2.229594503,0.193691444,11.51106345,1.16E-30,1.89E-29
ENSG00000131462.8,1713.410503,1.166209324,0.101362308,11.50535492,1.24E-30,2.02E-29
ENSG00000163380.16,32.08990731,-1.258707435,0.109410148,-11.50448521,1.25E-30,2.04E-29
ENSG00000103175.11,308.5872357,-1.862295867,0.161911622,-11.50192833,1.29E-30,2.10E-29
ENSG00000237289.10,140.7829592,2.927534248,0.254569004,11.49996346,1.32E-30,2.15E-29
