,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000278330.1,36.73164794,-0.342133059,0.181282088,-1.887296552,0.05912045,0.085517826
ENSG00000188582.10,3.291092984,1.011772204,0.536112689,1.887237936,0.05912833,0.085525463
ENSG00000105270.15,632.5171495,0.244278948,0.129454916,1.886980847,0.059162902,0.085571706
ENSG00000174579.4,1592.082669,-0.116308727,0.061646376,-1.886708253,0.059199577,0.085620987
ENSG00000001617.12,1801.410256,-0.246856749,0.130851836,-1.886536383,0.05922271,0.085650679
ENSG00000135447.17,35.97547759,0.452921046,0.240121165,1.886218756,0.059265482,0.085708769
ENSG00000286242.1,16.85002619,0.409163555,0.216928183,1.886170574,0.059271973,0.085714386
ENSG00000266498.1,3.511975753,0.576263016,0.305601347,1.885669098,0.05933956,0.085804581
ENSG00000271901.2,0.856476764,-0.652168296,0.345852868,-1.885681327,0.059337911,0.085804581
ENSG00000135324.6,73.20801091,-0.520287127,0.275925741,-1.885605617,0.05934812,0.085813186
ENSG00000107882.12,1100.596763,-0.125615825,0.066622178,-1.885495627,0.059362954,0.085830863
ENSG00000145384.4,1.82575885,0.790108326,0.419083992,1.885322131,0.05938636,0.08586093
ENSG00000214360.5,0.547992592,0.712284896,0.377887003,1.884915042,0.059441309,0.085936598
ENSG00000178971.16,1566.884389,0.15716892,0.083386118,1.884833155,0.059452367,0.085948807
ENSG00000116198.14,1771.816133,-0.10506263,0.055744905,-1.88470373,0.059469849,0.085970301
ENSG00000156467.10,5362.27389,0.162694823,0.086325132,1.884675054,0.059473722,0.085972122
ENSG00000273091.1,6.590596255,-0.298383947,0.158343027,-1.884414817,0.059508887,0.086019174
ENSG00000088543.15,328.1336576,-0.179318333,0.095167581,-1.884237588,0.059532845,0.086050024
ENSG00000261219.1,0.570725341,-0.859164793,0.45603497,-1.88398884,0.059566485,0.086094864
ENSG00000091009.8,1069.776587,0.115156765,0.061126411,1.883911773,0.059576911,0.086106149
ENSG00000275438.1,3.248645202,0.491267756,0.26077395,1.883883552,0.059580729,0.086107884
ENSG00000258847.1,1.105294416,-0.522809153,0.277559,-1.883596468,0.05961958,0.086160247
ENSG00000215483.11,28.23219934,-0.366963559,0.194857562,-1.883240014,0.059667849,0.086226215
ENSG00000124164.16,3115.143478,-0.135140556,0.071768963,-1.882994389,0.059701128,0.086270517
ENSG00000165995.22,167.9015374,0.360484737,0.191481375,1.882609923,0.059753251,0.086342043
ENSG00000274629.1,0.927808464,0.671452597,0.35672823,1.882252487,0.059801742,0.086408316
ENSG00000225457.1,0.842762546,1.203044524,0.639225708,1.882034013,0.059831398,0.086447368
ENSG00000258534.1,1.514277194,0.479564392,0.254826646,1.881924047,0.059846329,0.086465143
ENSG00000180934.7,0.759204657,1.266954656,0.673560482,1.880981278,0.059974466,0.086646468
ENSG00000108528.14,2494.009867,-0.153185218,0.081440035,-1.880957181,0.059977744,0.086647398
ENSG00000005981.13,69.78747312,0.465137974,0.247299668,1.880867762,0.05998991,0.086661167
ENSG00000138660.12,1051.152989,0.129194221,0.068694225,1.880714447,0.060010773,0.086687499
ENSG00000152795.17,9020.203886,-0.08479861,0.045103219,-1.880101054,0.060094307,0.086804354
ENSG00000005810.18,2486.724739,-0.189130173,0.10063206,-1.879422648,0.060186806,0.086930331
ENSG00000197119.13,1688.243561,0.252800247,0.134508566,1.879436046,0.060184978,0.086930331
ENSG00000249709.8,12.99516401,0.335879099,0.178718697,1.87937303,0.060193576,0.086936292
ENSG00000168917.9,343.9589853,0.314342179,0.167278826,1.879151031,0.060223874,0.086976231
ENSG00000125821.13,552.498129,0.147350635,0.078419189,1.879012472,0.06024279,0.086995911
ENSG00000256381.1,0.994293173,0.642898593,0.342146971,1.87901296,0.060242724,0.086995911
ENSG00000114933.16,1161.477668,0.195741277,0.10417628,1.878942854,0.060252297,0.087005819
ENSG00000254002.2,0.665644487,1.319860052,0.702670652,1.878348055,0.060333567,0.08711935
ENSG00000128283.7,5946.558379,0.276526498,0.147229253,1.878203499,0.060353332,0.087144064
ENSG00000088367.23,3308.157203,-0.173832183,0.092570721,-1.877831152,0.060404267,0.087213782
ENSG00000197780.10,1420.179248,0.153625623,0.081823752,1.877518694,0.060447038,0.087271704
ENSG00000228113.7,55.44359361,-0.523087382,0.278626088,-1.877381206,0.060465865,0.087295055
ENSG00000214293.9,745.0513249,0.201626603,0.107401885,1.877309724,0.060475656,0.087305358
ENSG00000100342.21,8889.115162,0.299822315,0.159710481,1.877286405,0.060478851,0.087306138
ENSG00000259910.1,0.632072055,1.239650252,0.660563271,1.876656343,0.06056521,0.087423131
ENSG00000287374.1,0.499568091,-0.611034204,0.325595688,-1.876665528,0.06056395,0.087423131
ENSG00000170006.12,778.5755265,0.22510195,0.119955324,1.87654823,0.060580039,0.087440698
ENSG00000204261.9,319.7852493,-0.201142465,0.10719905,-1.876345592,0.06060784,0.087476988
ENSG00000272988.1,0.598078268,-0.62439485,0.332794902,-1.876215187,0.060625737,0.08749898
ENSG00000248529.5,0.383017201,-0.931224838,0.496564764,-1.875334106,0.060746774,0.087669821
ENSG00000255219.1,1.049045366,1.460410777,0.778923901,1.874908159,0.060805359,0.087750521
ENSG00000258949.1,9.817560313,0.49517432,0.264120694,1.874803193,0.060819804,0.087767516
ENSG00000198879.12,746.9871428,0.270888156,0.144500485,1.874652227,0.060840583,0.08779365
ENSG00000281538.1,13.83962412,0.310244504,0.165499066,1.87459973,0.06084781,0.087800227
ENSG00000164494.12,933.6269304,-0.123508611,0.065892271,-1.874402092,0.060875025,0.087835644
ENSG00000223523.1,1.329910827,0.764613374,0.407986583,1.874114018,0.060914712,0.087889051
ENSG00000265206.5,93.19960802,0.377691642,0.2015667,1.873779952,0.060960761,0.087951634
ENSG00000109016.17,1234.463488,-0.170500876,0.091023947,-1.873143078,0.06104863,0.088070682
ENSG00000287200.1,7.170341241,-0.284499205,0.151883244,-1.87314412,0.061048486,0.088070682
ENSG00000286743.1,2.574899898,0.745647863,0.398099297,1.873019791,0.061065652,0.088091374
ENSG00000110243.12,6.519644946,-0.800599717,0.427463604,-1.872907328,0.061081183,0.088109915
ENSG00000148660.20,2165.827043,0.130089055,0.069480045,1.872322538,0.061161994,0.088222616
ENSG00000287875.1,3.427811091,-0.362064428,0.193385498,-1.872241879,0.061173148,0.088234835
ENSG00000197530.12,1353.068489,0.193684757,0.103471335,1.871868728,0.061224767,0.088305417
ENSG00000005448.17,714.6271047,-0.220164851,0.117628714,-1.871693088,0.061249076,0.088336605
ENSG00000258653.3,1.27026346,0.92066066,0.491913317,1.871591251,0.061263175,0.088353065
ENSG00000165887.12,11.70345505,-0.37853802,0.202300921,-1.871163108,0.061322477,0.088434711
ENSG00000213822.6,0.998500337,2.028681717,1.084365037,1.870847591,0.061366209,0.088493899
ENSG00000125733.18,2489.417192,-0.160101777,0.085582703,-1.870725876,0.061383086,0.088514357
ENSG00000050393.11,2086.8981,0.126306642,0.06754844,1.869867639,0.061502201,0.088682232
ENSG00000100083.19,2953.107562,0.143267585,0.076625323,1.869715901,0.06152328,0.088701685
ENSG00000254031.6,0.870163008,1.397521935,0.747452934,1.869712287,0.061523782,0.088701685
ENSG00000273018.7,55.52106264,0.541904372,0.289830224,1.869730372,0.06152127,0.088701685
ENSG00000003436.16,9086.197691,-0.336683474,0.180081335,-1.869618938,0.061536754,0.08871261
ENSG00000174611.12,26.71997447,0.436673397,0.233562549,1.869620784,0.061536497,0.08871261
ENSG00000010282.15,21.67933714,0.739250761,0.395564271,1.868851197,0.06164352,0.088862631
ENSG00000165457.14,1034.300257,-0.323766489,0.173272155,-1.868543095,0.061686409,0.088920561
ENSG00000173064.13,2836.810146,0.168640634,0.090259995,1.868387363,0.061708097,0.088947927
ENSG00000141564.15,1999.803881,0.140090709,0.074987854,1.868178672,0.061737171,0.088985934
ENSG00000278784.1,122.3546133,0.194309804,0.104013292,1.868124744,0.061744685,0.088992866
ENSG00000287635.1,0.553663408,0.887453699,0.475109527,1.86789287,0.061777005,0.089035547
ENSG00000081803.16,3162.619725,0.196498226,0.105204056,1.867781851,0.061792484,0.089053954
ENSG00000137806.10,631.3984228,-0.139997695,0.074983433,-1.867048342,0.061894837,0.089193647
ENSG00000248555.7,0.644757093,1.473314856,0.789111871,1.867054481,0.06189398,0.089193647
ENSG00000237556.1,0.819670509,1.433585827,0.767887464,1.866921774,0.061912513,0.089215209
ENSG00000277893.2,145.8332414,-0.559450544,0.299706378,-1.866662123,0.061948786,0.089263569
ENSG00000163377.16,4.947808364,0.656580802,0.351767459,1.866519444,0.061968726,0.089288389
ENSG00000253190.4,4.432856373,0.538748979,0.288675687,1.866277636,0.062002532,0.089333185
ENSG00000258437.1,0.910961946,1.484518144,0.795457291,1.866244939,0.062007104,0.08933586
ENSG00000260467.1,2.241582064,-0.533140789,0.28570635,-1.86604459,0.062035127,0.089372319
ENSG00000250955.1,1.174985605,2.107052536,1.129412386,1.865618407,0.062094772,0.08945433
ENSG00000187855.5,1.173053955,0.709837951,0.380542684,1.8653307,0.062135064,0.089508454
ENSG00000286530.1,0.698939278,1.031741552,0.55316544,1.865159097,0.062159107,0.089539167
ENSG00000110077.14,2670.851464,-0.266169335,0.14278979,-1.864064194,0.06231269,0.08975647
ENSG00000271192.1,0.64346139,1.075687338,0.577116248,1.86390063,0.06233566,0.089785625
ENSG00000133619.17,390.8384451,0.175431339,0.094126617,1.863780346,0.062352557,0.08980603
ENSG00000256894.1,21.24702086,0.371013031,0.199083088,1.863608985,0.062376635,0.089836775
ENSG00000125812.16,976.9624697,0.115967174,0.062230248,1.863517783,0.062389453,0.089851302
ENSG00000240666.2,0.950842349,-0.986532954,0.529728701,-1.862336235,0.062555711,0.090086797
ENSG00000255606.1,3.524552698,-0.406119451,0.218082925,-1.862224888,0.062571398,0.090105443
ENSG00000258378.1,3.536234447,0.319135091,0.171377717,1.862173778,0.062578599,0.090111868
ENSG00000227914.3,2.272205789,0.915034216,0.491448201,1.861913857,0.062615234,0.090157867
ENSG00000230176.3,2.01204151,0.508646819,0.273185761,1.86190824,0.062616025,0.090157867
ENSG00000224509.2,1.136362737,0.55751679,0.299464268,1.861713898,0.062643429,0.090193375
ENSG00000134294.14,9682.816839,-0.186241658,0.100067007,-1.861169471,0.062720248,0.090300026
ENSG00000005243.10,486.0563913,-0.243922744,0.131060464,-1.861146653,0.06272347,0.090300712
ENSG00000287507.1,7.020774382,-0.385203985,0.206981117,-1.861058583,0.062735904,0.09031466
ENSG00000233405.2,0.383414111,-0.956306665,0.513896492,-1.860893545,0.062759212,0.09034426
ENSG00000205436.7,74.90620675,-0.368007243,0.197761358,-1.86086527,0.062763205,0.090346055
ENSG00000146416.19,1730.653628,0.158013397,0.08491748,1.860787628,0.062774173,0.090357889
ENSG00000197921.6,7.091004059,0.475765693,0.255716251,1.86052193,0.062811719,0.090407975
ENSG00000256271.1,4.089157559,-0.372530745,0.20023641,-1.860454571,0.06282124,0.090417723
ENSG00000151065.14,567.1986899,-0.139753997,0.075122715,-1.86034274,0.06283705,0.090436521
ENSG00000234206.5,2.351676964,-0.747985315,0.402108046,-1.86016003,0.062862888,0.090469749
ENSG00000258301.3,7.563648812,0.29966744,0.161110623,1.860010429,0.06288405,0.090496245
ENSG00000142544.7,114.5565567,0.194107422,0.104396653,1.859326094,0.062980931,0.090630281
ENSG00000225794.3,0.421168992,0.85636223,0.460579769,1.859313604,0.0629827,0.090630281
ENSG00000121764.11,5.15303324,-0.367973898,0.197937181,-1.859043843,0.063020924,0.090677351
ENSG00000132207.18,0.351626255,0.743073609,0.399707289,1.859044429,0.063020841,0.090677351
ENSG00000117228.10,4037.089988,-0.295439492,0.158922352,-1.859017865,0.063024606,0.090678682
ENSG00000187048.13,8.356510957,-0.602001006,0.323844543,-1.858919714,0.063038519,0.090694733
ENSG00000152127.9,3995.297552,0.17756839,0.095532331,1.858725613,0.063066041,0.09073036
ENSG00000226620.8,0.622758585,1.171832198,0.630468069,1.858670177,0.063073903,0.090737702
ENSG00000229981.8,1.995818892,-0.66985511,0.360496796,-1.858144419,0.063148508,0.090841056
ENSG00000219200.12,56.36387593,0.209115251,0.112554059,1.857909459,0.063181873,0.090885077
ENSG00000149231.15,1244.027793,-0.147848711,0.079588374,-1.857667202,0.063216289,0.090930606
ENSG00000156642.17,5891.31205,-0.134545733,0.072439503,-1.857353059,0.06326094,0.090990854
ENSG00000237187.9,449.334717,0.315819811,0.170070058,1.856998315,0.063311394,0.091059441
ENSG00000228086.1,0.954813563,1.422715604,0.766172198,1.856913638,0.063323442,0.091072788
ENSG00000285755.2,4.395671853,0.533673801,0.287472953,1.856431343,0.063392101,0.091167547
ENSG00000120664.11,9.934033222,-0.286019004,0.154091292,-1.856165909,0.063429914,0.09121794
ENSG00000261392.1,0.630585925,0.752940199,0.405728579,1.855773139,0.063485901,0.091290472
ENSG00000263126.1,14.07725983,0.307192628,0.165532354,1.855786015,0.063484065,0.091290472
ENSG00000124449.7,0.9765739,0.677114332,0.364960471,1.855308686,0.063552159,0.091381753
ENSG00000253855.1,0.194389082,-1.540221424,0.831018309,-1.853414548,0.063822964,0.091767133
ENSG00000257429.1,0.260753851,-1.641242263,0.885565496,-1.853326796,0.063835533,0.091781193
ENSG00000169981.11,308.9980119,-0.143210467,0.077288298,-1.852938541,0.063891168,0.091857169
ENSG00000230090.5,0.390725443,0.940885138,0.507826078,1.852770425,0.063915271,0.091887805
ENSG00000288667.1,0.882605626,1.731079431,0.934369977,1.852670221,0.063929641,0.091904447
ENSG00000166349.10,88.09010029,-0.327108769,0.17656987,-1.852574105,0.063943427,0.091920248
ENSG00000250385.2,0.547853379,1.377437016,0.743649984,1.85226524,0.063987744,0.091979936
ENSG00000132823.11,1686.498894,0.149605,0.080770187,1.852230448,0.063992738,0.091983094
ENSG00000261730.1,16.3225711,-0.517808809,0.279574182,-1.852133858,0.064006604,0.091999004
ENSG00000080493.18,1817.357893,-0.355357116,0.191877049,-1.852004275,0.064025209,0.092021725
ENSG00000269256.1,0.370368589,-0.889269643,0.480279868,-1.851565517,0.064088239,0.092108291
ENSG00000124827.7,0.9089381,0.982895658,0.53087224,1.851473076,0.064101525,0.092119335
ENSG00000286805.1,1.27996719,-0.641327668,0.346387438,-1.851474962,0.064101254,0.092119335
ENSG00000245869.2,3.694145653,0.457263121,0.247001135,1.851259188,0.064132274,0.092159499
ENSG00000272669.1,59.19927909,0.280177087,0.15135391,1.851138753,0.064149594,0.092180361
ENSG00000101782.15,3947.271879,0.153673648,0.08303546,1.850699059,0.06421286,0.092267239
ENSG00000274070.2,704.476615,0.21818701,0.117900116,1.850608943,0.064225832,0.092281848
ENSG00000236508.1,0.390306885,0.882652414,0.476963923,1.850564311,0.064232258,0.09228705
ENSG00000158769.18,9173.018019,-0.142591769,0.077062212,-1.850346161,0.064263674,0.092328154
ENSG00000010219.13,568.1772108,-0.164448792,0.088904626,-1.849721433,0.06435371,0.092453471
ENSG00000119121.22,40.42223037,-0.413871066,0.223767054,-1.849562122,0.064376686,0.092482441
ENSG00000196705.8,1217.70952,0.227461591,0.123000201,1.8492782,0.064417652,0.09253725
ENSG00000178015.5,18.50172255,-0.314953534,0.170343821,-1.848928428,0.064468148,0.092605744
ENSG00000008018.9,5945.928878,0.154769108,0.083714001,1.848784022,0.064489005,0.092631659
ENSG00000196455.8,1586.156784,-0.115231351,0.062354831,-1.847993956,0.064603217,0.09279166
ENSG00000172016.16,1.066373304,1.856523643,1.004731089,1.847781624,0.06463394,0.092831735
ENSG00000272971.1,1.228657441,-0.625234831,0.338384399,-1.847705845,0.064644908,0.092843433
ENSG00000151164.19,38.50475439,-0.223176684,0.12079002,-1.847641747,0.064654186,0.092852705
ENSG00000248431.2,0.535456781,1.352461637,0.732042053,1.847519049,0.06467195,0.092874161
ENSG00000257264.5,0.566773227,0.638044725,0.34538059,1.847367058,0.06469396,0.092901713
ENSG00000163702.20,1079.79282,0.154469671,0.083628898,1.847084855,0.064734843,0.092956363
ENSG00000285808.1,0.65646788,-0.93757565,0.50767148,-1.84681568,0.064773859,0.093008327
ENSG00000165678.21,8505.208916,0.149904868,0.081171306,1.846771678,0.064780238,0.093013427
ENSG00000066583.12,1162.076059,-0.137831871,0.074643381,-1.846538426,0.064814065,0.093057935
ENSG00000247572.8,278.340806,0.168228772,0.091109079,1.846454521,0.064826237,0.093071348
ENSG00000254896.1,0.685848344,1.421412063,0.770014509,1.84595491,0.064898753,0.093171393
ENSG00000183853.18,2243.598698,-0.223164734,0.120905424,-1.845779341,0.064924251,0.093203932
ENSG00000146938.16,137.6929069,-0.454816026,0.24645991,-1.845395568,0.064980017,0.093279917
ENSG00000231528.3,40.48804378,0.296868809,0.160893249,1.845129056,0.065018767,0.09333147
ENSG00000101367.9,6496.511181,0.113954829,0.061777082,1.84461333,0.065093806,0.093435107
ENSG00000135521.9,584.4214098,0.128552774,0.069691725,1.844591647,0.065096963,0.093435561
ENSG00000239335.4,12.17555139,0.381086058,0.20661256,1.844447688,0.065117923,0.093461566
ENSG00000168237.18,200.0932731,0.25076959,0.135983081,1.844123459,0.06516515,0.093521188
ENSG00000229494.2,0.469784317,1.179040399,0.639346102,1.844134805,0.065163497,0.093521188
ENSG00000070367.16,2986.959905,-0.136200727,0.073862797,-1.843969242,0.065187623,0.093545881
ENSG00000164729.7,0.505408022,-0.78769244,0.427172893,-1.843966352,0.065188044,0.093545881
ENSG00000272255.1,1.936374748,0.568399773,0.308392029,1.843107863,0.065313264,0.093721484
ENSG00000118804.8,105.0502171,-0.231599542,0.12566182,-1.84303826,0.065323425,0.093731976
ENSG00000266279.1,0.134117929,-1.623499537,0.88091392,-1.842971827,0.065333124,0.093741804
ENSG00000228787.1,0.92897506,0.965958899,0.52422934,1.842626548,0.065383555,0.093810072
ENSG00000255193.1,0.614712746,1.35000618,0.732777465,1.842313996,0.065429234,0.093871515
ENSG00000249464.6,113.9801983,-0.329549975,0.178922661,-1.841857111,0.065496054,0.093963283
ENSG00000228151.1,0.514781851,0.640064582,0.347548955,1.84165302,0.06552592,0.094002031
ENSG00000250075.7,5.692267417,-0.46111237,0.250387114,-1.841597842,0.065533997,0.094009518
ENSG00000236213.2,12.50597833,0.341534798,0.185474948,1.841406625,0.065561993,0.094045576
ENSG00000267052.3,4.541497559,-0.361201982,0.196196458,-1.841021927,0.065618345,0.094122307
ENSG00000137200.13,2705.498855,0.097374498,0.052905385,1.840540385,0.065688941,0.094219459
ENSG00000107611.16,126.0225829,-0.273428385,0.148582309,-1.840248594,0.065731749,0.094276749
ENSG00000196993.8,2.298515856,0.541481355,0.294375546,1.839423697,0.065852891,0.094446381
ENSG00000229674.2,0.560764278,0.921272056,0.500880775,1.839304086,0.065870472,0.094467477
ENSG00000099338.23,173.5763107,0.254533453,0.138400082,1.839113459,0.0658985,0.094503552
ENSG00000132549.18,2087.522796,0.199529402,0.108493398,1.839092561,0.065901573,0.094503838
ENSG00000226812.2,7.015807324,-0.546449226,0.297155371,-1.838934374,0.065924839,0.094533081
ENSG00000287534.1,1.827015623,-0.429177358,0.233395702,-1.838840021,0.06593872,0.094548863
ENSG00000121775.18,733.0342838,0.12200456,0.066361538,1.838483003,0.065991264,0.094618283
ENSG00000286959.1,1.180415932,0.902575096,0.490937639,1.838471984,0.065992886,0.094618283
ENSG00000235122.4,0.614089401,-0.749946877,0.407947797,-1.838340301,0.066012276,0.094641957
ENSG00000189068.11,13.977178,-0.477403541,0.259714068,-1.838188992,0.066034561,0.094668685
ENSG00000228775.8,69.4129342,-0.233337999,0.12694006,-1.838174643,0.066036675,0.094668685
ENSG00000275417.1,0.651936153,0.912677214,0.496583849,1.837911594,0.066075433,0.09472012
ENSG00000287317.1,0.52370879,1.107490359,0.602746293,1.837407166,0.06614981,0.094822607
ENSG00000083535.16,923.3349765,0.143526958,0.078116866,1.837336349,0.066160257,0.09483345
ENSG00000134324.12,2013.719316,0.183579118,0.0999351,1.836983374,0.06621235,0.094903983
ENSG00000205682.2,0.653243108,1.321514144,0.719435433,1.836876644,0.066228108,0.094922434
ENSG00000050730.16,202.7769156,-0.414888558,0.225889276,-1.83668993,0.066255683,0.094957818
ENSG00000284839.1,0.425852681,1.034374051,0.563340704,1.83614293,0.066336521,0.095069532
ENSG00000114439.19,2869.111699,-0.15492813,0.084384783,-1.835972374,0.066361743,0.095101535
ENSG00000180376.17,542.4481847,0.168771919,0.091939889,1.835676771,0.066405475,0.095160062
ENSG00000117480.16,1092.157103,0.213193946,0.116158606,1.835369352,0.066450982,0.095221124
ENSG00000286275.1,0.767239945,0.820906586,0.447275901,1.83534723,0.066454257,0.09522167
ENSG00000250062.5,1.243755715,0.953732883,0.519659988,1.835301744,0.066460993,0.095227173
ENSG00000132405.19,1179.114067,-0.172359465,0.093937327,-1.834834667,0.06653019,0.095322169
ENSG00000070018.9,2207.900622,-0.180744283,0.098523591,-1.834527956,0.066575662,0.095383164
ENSG00000225752.1,1.052799546,1.297665256,0.707442483,1.834304959,0.066608738,0.095426396
ENSG00000118418.14,2858.33476,0.203559348,0.110985748,1.834103493,0.066638633,0.095465066
ENSG00000213015.9,660.2139807,-0.158824439,0.086597987,-1.834043086,0.066647599,0.095473752
ENSG00000157349.17,692.2326436,-0.118180999,0.064438354,-1.834016409,0.066651558,0.095475266
ENSG00000135517.9,0.870930044,0.640878114,0.349482582,1.833791287,0.066684982,0.095518983
ENSG00000163960.12,2187.334715,0.164128627,0.089504785,1.833741384,0.066692392,0.095525439
ENSG00000142459.8,878.7984874,-0.149002427,0.081263998,-1.833560128,0.066719315,0.09555984
ENSG00000261367.1,2.474761354,0.471409374,0.257159541,1.833139743,0.066781792,0.095645158
ENSG00000182378.14,1668.613904,0.304639586,0.166256036,1.83235204,0.066898988,0.095808836
ENSG00000236800.1,0.542185256,1.104024398,0.602530785,1.832312018,0.066904948,0.095813198
ENSG00000130881.14,1018.605162,0.251873418,0.137473573,1.832158812,0.066927763,0.095841699
ENSG00000111262.6,9.302859113,-0.717629474,0.391699959,-1.832089736,0.066938052,0.09585226
ENSG00000257962.1,0.720890681,1.012969027,0.553062844,1.831562251,0.067016665,0.095960653
ENSG00000278146.1,1.119045687,-0.700400381,0.382420508,-1.831492731,0.067027032,0.095971318
ENSG00000274767.1,11.01683993,0.428009843,0.233710911,1.831364405,0.06704617,0.095994543
ENSG00000163877.11,921.8055493,-0.090239577,0.049285912,-1.830940591,0.067109411,0.096080906
ENSG00000243799.1,0.260345796,-0.906064469,0.494976048,-1.830521845,0.067171943,0.096166248
ENSG00000275356.5,1.17188955,-0.95123071,0.51968529,-1.830397604,0.067190506,0.096188637
ENSG00000146147.15,7.633936937,0.483885573,0.264370816,1.830329004,0.067200757,0.096199125
ENSG00000136068.15,13177.07416,0.191970741,0.104910737,1.829848375,0.067272615,0.0962978
ENSG00000204428.12,114.2466649,-0.177458984,0.096986428,-1.829730079,0.067290311,0.096318939
ENSG00000198551.10,836.1406331,0.16256014,0.088850803,1.829585486,0.067311946,0.096341522
ENSG00000233372.1,0.168445849,-1.503837893,0.821955514,-1.829585503,0.067311943,0.096341522
ENSG00000285672.1,4.147697436,-0.34275032,0.187473789,-1.828257281,0.067510948,0.096622143
ENSG00000287493.1,0.675170772,0.661718417,0.361995708,1.8279731,0.067553589,0.096678965
ENSG00000270069.1,172.5485724,-0.37308498,0.204138882,-1.827603719,0.067609047,0.096754124
ENSG00000215845.11,1499.002792,0.223829076,0.12253186,1.826701048,0.067744731,0.096939863
ENSG00000236938.1,0.911594902,1.074730203,0.588341248,1.826712315,0.067743036,0.096939863
ENSG00000053770.12,1742.351101,-0.10836699,0.05935133,-1.825856121,0.067871937,0.097117665
ENSG00000286507.1,7.304166265,0.377828486,0.207010168,1.825168735,0.06797557,0.097261722
ENSG00000186166.9,1034.609616,0.220760117,0.120957902,1.825098763,0.067986127,0.097272595
ENSG00000260252.1,4.868550355,0.322995254,0.176992086,1.824913542,0.068014077,0.097308353
ENSG00000198843.13,5292.930476,-0.176131813,0.096516275,-1.824892367,0.068017273,0.097308693
ENSG00000125804.14,10.67456198,-0.462711172,0.253673845,-1.824039735,0.068146065,0.097488708
ENSG00000215131.11,1.207823497,-0.528419144,0.289726005,-1.823858179,0.068173516,0.097523737
ENSG00000267659.5,21.94562013,0.412281959,0.22606503,1.823731691,0.068192645,0.09754686
ENSG00000155275.19,490.2946101,0.097883728,0.053674474,1.823655102,0.068204231,0.097559189
ENSG00000182944.18,9433.378866,0.089677969,0.049179921,1.823467127,0.068232672,0.097591383
ENSG00000271989.1,0.43536961,0.88345827,0.4844931,1.823469249,0.06823235,0.097591383
ENSG00000234286.1,11.78390191,0.330092896,0.181055959,1.823154002,0.06828007,0.097654929
ENSG00000275285.1,0.803081717,1.502652634,0.824258119,1.823036498,0.068297863,0.09767613
ENSG00000233639.7,0.977242904,1.177259786,0.645872837,1.822742371,0.06834242,0.097735603
ENSG00000123454.12,31.17591888,-0.317032439,0.173960987,-1.822434126,0.06838914,0.097798166
ENSG00000113790.11,648.0185811,0.180838916,0.099251355,1.822029691,0.068450481,0.097877373
ENSG00000181523.13,2238.629423,0.14169562,0.077767726,1.822036297,0.068449478,0.097877373
ENSG00000224842.2,1.471207769,0.861874818,0.473128012,1.821652483,0.068507732,0.097954978
ENSG00000156471.13,3737.5379,0.136338623,0.074847415,1.821554194,0.068522657,0.097972059
ENSG00000165325.14,48.21462226,0.439084699,0.241071311,1.821389266,0.068547706,0.098003295
ENSG00000260564.1,0.649451307,1.353952903,0.74337014,1.821371119,0.068550462,0.098003295
ENSG00000249881.1,0.600386418,0.74058076,0.406646142,1.821192146,0.068577654,0.098037908
ENSG00000170004.17,7658.579243,-0.158429134,0.086994728,-1.821134885,0.068586356,0.098046087
ENSG00000101350.8,3300.967358,-0.131044982,0.071963875,-1.820982854,0.068609463,0.098074857
ENSG00000105404.11,439.3988625,0.198427272,0.108968386,1.820961827,0.06861266,0.098075164
ENSG00000067048.17,1036.733827,-0.888611642,0.488005352,-1.820905525,0.068621219,0.098083137
ENSG00000196639.7,677.271134,-0.196085107,0.107704758,-1.820579814,0.068670754,0.098149673
ENSG00000233534.3,0.561049523,1.057213403,0.580762011,1.82039008,0.068699622,0.098186668
ENSG00000227192.1,3.800282803,0.377360788,0.207343352,1.819980167,0.068762025,0.098271585
ENSG00000171428.15,395.3660794,0.199701015,0.10973632,1.81982606,0.068785498,0.09830086
ENSG00000272506.1,5.096829644,0.602219876,0.330952084,1.819658812,0.068810979,0.098333003
ENSG00000277597.1,1.690830551,0.482625227,0.265253571,1.819486257,0.068837278,0.09836631
ENSG00000081377.17,1056.56252,-0.154645455,0.085047267,-1.818347141,0.069011092,0.098610402
ENSG00000261745.2,0.54841842,0.894555251,0.491968521,1.818318068,0.069015533,0.098612463
ENSG00000245164.8,156.0246345,0.346603815,0.19063001,1.818201732,0.069033305,0.098633573
ENSG00000235526.1,0.54594062,1.199524012,0.659860665,1.817844396,0.069087919,0.098707316
ENSG00000287708.1,0.830872517,0.818778332,0.450511086,1.817443248,0.069149271,0.098790679
ENSG00000133812.16,1033.282737,-0.211974378,0.116646244,-1.817241352,0.069180166,0.098826863
ENSG00000185187.13,2037.851953,0.178290647,0.09811076,1.817238471,0.069180607,0.098826863
ENSG00000119685.20,1096.292876,0.124914651,0.068755955,1.816783,0.069250347,0.098922193
ENSG00000249639.1,2.351052213,-0.491606366,0.270638816,-1.816466588,0.069298829,0.098987149
ENSG00000079215.14,748.8440991,-0.282177059,0.155385243,-1.815983644,0.069372881,0.099088623
ENSG00000272966.1,1.625170016,0.564988801,0.311156891,1.815768242,0.069405931,0.099131524
ENSG00000185634.12,37.57542745,-0.294008355,0.162000395,-1.814861962,0.069545125,0.099326021
